CO_ENTIDADE,NO_ENTIDADE
24029661,CENTRO DE EDUCACAO INFANTIL ALMIRA MELO
24029882,UNIDADE III ALEXANDRE XAVIER NETO ENS FUNDAMENTAL
24029912,UNIDADE IV ANTONIO CABRAL MACEDO ENS FUNDAMENTAL
24029939,UNID XLIV PROF ANTONIO CORCINO DE MACEDO ENS FUND
24029955,UNIDADE IX BOA VISTA ENSINO FUNDAMENTAL
24029963,UNIDADE XV EEL LUIS DE OLIVEIRA BARROS ENS FUND
24029971,UNIDADE XIV CORACAO DE MARIA ENSINO FUNDAMENTAL
24029980,UNIDADE XIII SEVERINO XAVIER DA COSTA ENS FUNDAMENTAL
24030007,UNIDADE VIII BELO MONTE ENSINO FUNDAMENTAL
24030066,UNIDADE LVII VALDEMAR LOPES ENSINO FUNDAMENTAL
24030147,UNIDADE XIX JOAO FERREIRA BRAGA ENSINO FUNDAMENTAL
24030155,UNIDADE XX JOAO MARROCOS DE SOUZA ENS FUNDAMENTAL
24030180,UNIDADE XXIII JOSE ALEXANDRE DA SILVA ENS FUND
24030201,UNIDADE XXVII JOSE LUIS DE CARVALHO ENS FUND
24030236,ESCOLA MUNICIPAL LUIZ LIBERALINO DE CARVALHO ENS FUND
24030244,UNIDADE XXIX MANOEL AMERICO DE CARVALHO PITA
24030309,ESCOLA MUNICIPAL PROFESSORA MARIA ANTONIA DE LIMA
24030317,UNIDADE XXXV NECO CALDAS ENSINO FUNDAMENTAL
24030325,UNIDADE XXXVI NOSSA SENHORA APARECIDA ENS FUND
24030341,UNIDADE XLV PROF CELSO ARRUDA ENS FUNDAMENTAL
24030368,UNIDADE XLVII PROFESSOR LUIZ PEREIRA ENSINO FUNDAMENTAL
24030430,EM PROF MARIA LETICIA DAMASCENO ENSINO FUNDAMENTAL
24030457,UNIDADE LVIII VIVALDO PEREIRA DE ARAUJO ENS FUND
24030554,EM PROF LUIZ PEREIRA
24030562,UNIDADE XVIII JOAO BATISTA DA CUNHA ENS FUNDAMENTA
24030716,EM FRANCISCA MENDES DA SILVA ENSINO FUNDAMENTAL
24030759,UNIDADE XXXI MANOEL EMIDIO DA SILVA ENS FUND
24030775,UNIDADE XL PEDRO JOSE BASILIO ENSINO FUNDAMENTAL
24030783,UNID XLII MANOEL MARTINIANO CAVALCANTE FILHO
24030791,UNIDADE XLIII PROFª RAIMUNDA RODRIGUES SILVA
24030813,UNIDADE LIII TEREZA RODRIGUES ENSINO FUNDAMENTAL
24030961,UNIDADE VI AVE MARIA ENSINO FUNDAMENTAL
24030988,ESCOLA MUNICIPAL JOSE FELIX DA SILVA JUNIOR
24030996,UNIDADE XXXIV MANOEL TEIXEIRA FILHO ENS FUND
24031003,UNIDADE LII TENENTE JOSE DUARTE TORRES
24067423,UNIDADE XII CAICARA DE CIMA ENSINO FUNDAMENTAL
24067431,UNIDADE LI RUFAO DE CIMA ENSINO FUNDAMENTAL
24068721,UNIDADE LIV CARLOS ALBERTO E SILVA ENSINO FUNDAMENTAL
24068748,UNIDADE XXXVII MARIA DAGMAR DELMIRO ENS FUND
24068764,UNIDADE XXXVIII AURELIANO RODRIGUES ENS FUND
24075663,EM PROF OSVAGRIO RODRIGUES DE CARVALHO ENS FUND
24081949,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL-CRAS
24087742,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA DAGMAR DELMIRO
24088196,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MAE JUVITA
24247200,CENTRO DE ATIVIDADES COMPLEMENTAR
