CO_ENTIDADE,NO_ENTIDADE
25089919,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL CAFE DO VENTO
25089994,EMEIEF JOSEFINA EMILIA FERREIRA
25090003,EMEIEF JULIO INACIO FERREIRA
25090062,EMEIEF JOAQUIM CLEMENTINO TAVARES
25090291,EMEIEF FRANCISCO LUIS DA SILVA
25090305,EMEIEF JOAO JOAQUIM DE CASTRO
25090356,EMEIEF JOSE MARINHO FALCAO
25090470,EMEIEF ANTONIO RAMOS
25090488,EMEIEF CANDIDA EMILIA DA ROCHA
25090577,EMEIEF JULIO FELICIANO
25090682,EMEIEF JOSE ANTONIO DE OLIVEIRA
25107739,EMEIEF SEVERINO DANTAS
25113771,EMEF JOAQUIM BRAZ PEREIRA
25123165,CRECHE ESCOLA ABEL COELHO DA SILVA NETO
25126954,CRECHE ESCOLA PARAISO DO ABC
25127926,ESCOLA MUNICIPAL DE ENSINO FUND PROF BERENICE SOARES MONTEIRO
