CO_ENTIDADE,NO_ENTIDADE
26103168,ESCOLA MUNICIPAL LUIZ BEZERRA DE MELLO
26103290,ESCOLA RINALDO SILVA DE OLIVEIRA
26103320,ESCOLA MUNICIPAL MARIA JOSE DE SOUZA
26103362,ESCOLA MUNICIPAL ALMIRANTE TAMANDARE
26103613,ESCOLA MUNICIPAL DR FRANCISCO ROMANO DE BRITO BASTOS
26103648,ESCOLA MUNICIPAL LUIS ALVES DA SILVA
26103656,ESCOLA MUNICIPAL ANTONIO FRANCELINO ALVES
26103672,ESCOLA MUNICIPAL CORONEL OTHON BEZERRA
26103680,ESCOLA MUNICIPAL SANTO ANTONIO
26103699,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26103702,ESCOLA MUNICIPAL SAO JUDAS TADEU
26103753,ESCOLA MUNICIPAL JOSE VITOR DA SILVA
26103761,ESCOLA MUNICIPAL WANDICK GUERRA
26103788,ESCOLA MUNICIPAL TERCINA PEIXOTO DA SILVA
26103826,ESCOLA MUNICIPAL ROSALVO RAMOS DA ROCHA
26103842,ESCOLA MUNICIPAL LUIS GUIMARAES PEREIRA
26132469,ESCOLA MUNICIPAL MARIA LUIZA ALHEIRO RIBEIRO
26132486,ESCOLA MUNICIPAL GELZIRA FRANCISCA DE LIMA
26138956,ESCOLA MUNICIPAL ISABEL MENDES HACKER
26154498,ESCOLA MUNICIPAL AMARO FERREIRA DE MIRANDA
26158000,ESCOLA MUNICIPAL SAO PEDRO
26158019,ESCOLA MUN SANTO INACIO DE LOYOLA
26169207,ESCOLA MUNICIPAL AMALIA MACARIO DE FREITAS FERREIRA
26171813,ESCOLA MUNICIPAL EDVALDO CASSEMIRO LINS
26171821,ESCOLA MUNICIPAL PADRE ENZO RIZZO
26171830,ESCOLA MUNICIPAL JOSE CANDIDO DA SILVA
26182254,NUCLEO DE ORIENTACAO E ACOMPANHAMENTO PSICOPEDAGOGIGO
26182505,ESCOLA MUNICIPAL MUNDO MAGICO
