CO_ENTIDADE,NO_ENTIDADE
25057790,CRECHE OLIVIA BRONZEADO
25057804,CRECHE PRE-ESCOLA WILSON P DOS SANTOS
25057871,EMEFCI PROFESSORA MARGARIDA DE ALMEIDA SANTOS
25057952,EMEF PROFESSORA GERCINA ELOY FREIRE
25057987,EMEF ANTONIO CARNEIRO FILHO
25057995,EMEF BALTHAZAR NOGUEIRA DE CARVALHO
25058002,EMEFCI JULIA VITORIO
25058029,EMEFCI E BILINGUE PEDRO BATISTA FILHO
25058053,EMEF ESTANISLAU ELOY
25058070,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL JOCA
25058126,EMEFCI MARIA BATISTA DE LIMA
25058177,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CIRO DIAS
25058185,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE CAZUZA FREIRE
25058193,EMEFCI E BILINGUE JOSE DELFINO DE SOUTO
25058231,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SEVERINO BRONZEADO
25104942,CRECHE E PRE-ESCOLA MUNICIPAL PROFESSORA SOCORRO DE FATIMA CAVALCANTI VIANA
25127900,CRECHE MUNICIPAL JOSE PASSOS DA COSTA
25129570,CRECHE E PRE ESCOLA MUNICIPAL MARIA APARECIDA FIDELIS DOS SANTOS - TIA TIDA
25129708,EMEF CIDADA INTEGRAL PAULO FREIRE
25129910,ESCOLA MUNICIPAL DE EDUCACAO DE JOVENS E ADULTOS - EMEJA
25132040,CENTRO DE REFERENCIA EM EDUCACAO DO CAMPO CIDADA INTEGRAL RAFAEL CLEMENTINO DE LIMA
25132210,CENTRO DE REFERENCIA EM EDUCACAO INFANTIL E CICLO DE ALFABETIZACAO CELSO CARNEIRO LEAL
