CO_ENTIDADE,NO_ENTIDADE
26058499,ESCOLA CORACAO DE MARIA
26058537,ESCOLA MUNICIPAL ALMIRA PRUDENCIO DE FREITAS
26058545,ESCOLA MUL PREF ANTONIO ARTUR DE ALMEIDA SOARES
26058553,ESCOLA MUNICIPAL CAMPO ALEGRE
26058626,ESCOLA MUL CLARISSE VALENCA DE FREITAS
26058774,ESCOLA MUL PROFº JOSE MARCELINO XAVIER
26058995,ESCOLA MUNICIPAL BOA VISTA
26059010,ESCOLA MUNICIPAL SERGIO DE BRITO CAVALCANTI
26059029,ESCOLA MUNICIPAL SANTO ANTONIO
26059134,GR ESC MUNICIPAL ZULMIRA MARIA DA ROCHA
26059215,ESCOLA MUNICIPAL SANTO ANTONIO
26059223,ESCOLA MUNICIPAL SANTA TEREZINHA
26059258,ESC INTERMEDIARIA LUIZ T DE ALBUQUERQUE
26059274,ESCOLA MUNICIPAL ROSARIO
26059282,ESCOLA MUNICIPAL RURAL
26059290,ESCOLA MUNICIPAL SAO JOSE
26059304,ESCOLA SAO FRANCISCO DE ASSIS
26059320,GRUPO ESCOLAR FRANCISCO XAVIER DE FREITAS
26059339,ESCOLA MUNICIPAL ABILIO ALVES DOS SANTOS
26059401,ESCOLA MUL CANDIDO HOLANDA CAVALCANTI
26059410,ESCOLA MUNICIPAL DE CARRAPICHO I
26059428,ESCOLA MUNICIPAL DE LAGOA DO FELIX
26059444,ESCOLA MUNICIPAL IRMA ZELIA DE NICACIO
26059487,ESCOLA MUL MANOEL FERREIRA DA SILVA
26059517,ESCOLA MUNICIPAL TIOGO
26059533,ESCOLA MUNICIPAL MARIA ALICE DE ALMEIDA
26059541,ESCOLA MUNICIPAL CAMPO DE AVIACAO
26059568,ESCOLA INTERMEDIARIA HENRIQUE MONTEIRO LEITE
26059584,ESCOLA INTERMEDIARIA SEBASTIAO QUIRINO DA COSTA
26059622,ESCOLA MUL LAFAETE RODRIGUES DE FREITAS
26059657,ESCOLA MUL ELIAS CORDEIRO FARIAS
26059681,ESCOLA INTERMEDIARIA MARIA ALIETE DE FREITAS MACEDO
26059711,ESCOLA MUNICIPAL JOSE CAMILO SOBRINHO
26059720,ESCOLA MUNICIPAL ORONCIO TEIXEIRA GUEIROS
26106604,ESCOLA MUNICIPAL QUILOMBOLA GOVERNADOR EDUARDO HENRIQUE ACCIOLY CAMPOS
26107171,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF MARIA DO CARMO GONCALVES DE OLIVEIRA
26118785,ESCOLA MUNICIPAL JOSE FERREIRA LEITE
26135369,ESCOLA MUNICIPAL CANAA
26136406,ESPACO EDUCACIONAL DR CARLITO DIDIER PITTA-CAIC
26152550,ESCOLA MUL PROFª MARIA DE LOURDES LIMA ALMEIDA
26155168,ESCOLA MUNICIPAL AGRICOLA ESMERO
26155206,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA
26164213,ANA RITA DO REGO BARROS
26166283,ESCOLA MUNICIPAL PINHEIRO MARINHO DE ESPINDOLA
26171511,ESCOLA MUNICIPAL PROFESSOR POTIGUAR MATTOS
26184214,ESCOLA MUNICIPAL PROFESSOR PAULO DE OLIVEIRA MELO
26189283,CRECHE SANTA LUZIA
26191067,CRECHE MUNICIPAL ERALDO GOMES DE FREITAS
26197006,ESCOLA MUNICIPAL JORGE ANTUNES DE OLIVEIRA
26216809,ESCOLA MUNICIPAL PROFESSORA BERNADETE BRITO MIRANDA
26505711,CRECHE MARIA CARMITA MACIEL
