CO_ENTIDADE,NO_ENTIDADE
26099870,ESCOLA MUNICIPAL 1 DE MAIO
26099888,ESCOLA MUNICIPAL ARLINDO ARRUDA SOBRINHO
26099896,ESCOLA MUNICIPAL JOAO FELIPE
26099918,ESCOLA MUNICIPAL JURACIRA DE ALMEIDA AMORIM
26099926,ESCOLA MUNICIPAL MERCES PRAGANA
26099942,ESCOLA MULNICIPAL SAGRADO CORACAO DE JESUS
26099993,ESCOLA MUNICIPAL MARQUES DE OLINDA
26100002,ESCOLA MUNICIPAL AMELIA MONTEIRO
26100010,ESCOLA MUNICIPAL ANDREIA AGUIAR CARNEIRO LEAO
26100037,ESCOLA MUNICIPAL JOSE CLIMACO DE OLIVEIRA
26100096,ESCOLA MUNICIPAL SERGIO COUTO LINS
26100118,ESCOLA MUNICIPAL PRESIDENTE CASTELO BRANCO
26100126,ESCOLA MUNICIPAL SANTO ANTONIO
26100134,ESCOLA MUNICIPAL CACHOEIRA LISA
26100142,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE CAVALCANTI SANTOS
26100150,ESCOLA MUNICIPAL DOM ELISEU
26100177,ESCOLA MUNICIPAL DANTAS BARRETO
26100185,ESC MUL DR JOSE LOPES DE SIQUEIRA SANTOS
26100193,ESCOLA MUNICIPAL DUQUE DE CAXIAS
26100231,ESCOLA MUNICIPAL 7 DE SETEMBRO
26100266,ESCOLA MUL MARIA AMELIA LACERDA LAPA
26145707,ESCOLA MUNICIPAL SAO GREGORIO
26145715,ESCOLA MUNICIPAL BOM JESUS
26145731,ESCOLA MUNICIPAL PAULO VI
26146843,ESCOLA MUNICIPAL ANTONIO CONSELHEIRO
26158027,ESCOLA MUNICIPAL JOSE BASILIO DA SILVA
26183005,ESCOLA MUNICIPAL PROFª MARIA EDITH CAVALCANTI DE ALBUQUERQUE
