CO_ENTIDADE,NO_ENTIDADE
27041077,ESCOLA MUNICIPAL ALICE OITICICA
27041085,ESCOLA MUNICIPAL HECKEL TAVARES
27041093,ESCOLA MUNICIPAL JOSE TENORIO DA ROCHA
27041123,ESCOLA MUNICIPAL HIGIA RAMALHO DE C VASCONCELOS
27041131,ESCOLA MUNICIPAL PROFª IRENE FRANCISCO LOPES
27041166,GRUPO ESCOLAR DEPUTADO RUBENS CANUTO
27041174,JARDIM INFANTIL ARISTEU LOPES DE OLIVEIRA
27055310,CENTRO EDUCACIONAL PROFESSORA HAROLDI GABRIEL BRITO
27217469,ESCOLA MUNICIPAL MUNICIPAL PROFESSORA EUNICE PAES DE LIMA
27221040,ESCOLA MUNICIPAL DE 1º GRAU JOSEFA SILVA COSTA
27221105,CRECHE CASULO DR CELESTINO CHAGAS DA SILVA
27221377,CRECHE PROFESSOR CICERO ALEXANDRE
27226956,ESCOLA MUNICIPAL CICERA ARIANA GALDENCIO DE SAUZA
27311015,ESCOLA MUNICIPAL PROFESSOR HELIO BORGES DE AQUINO NETO
27329011,PETI JOAO FERREIRA DA SILVA
