CO_ENTIDADE,NO_ENTIDADE
26013444,ESCOLA MUNICIPAL FRANCISCO FILGUEIRA SAMPAIO
26013525,ESCOLA MUL FRANCISCA SEILDE PEREIRA JANUARIO
26013533,ESCOLA MUNICIPAL DOM AVELAR VILELA
26013584,ESC MUL JOSE JANUARIO PEREIRA
26013592,ESCOLA MUNICIPAL HUMBERTO DE CAMPOS
26013738,ESCOLA MUNICIPAL ROGERIO SAMPAIO CANEJO
26013746,ESCOLA MUNICIPAL SANTA ROSA
26013843,ESCOLA 15 DE NOVEMBRO
26013851,ESCOLA MUNICIPAL AUGUSTO DOS ANJOS
26013860,ESCOLA MUL CLAUDIO MANOEL DA COSTA
26013878,ESCOLA MUNICIPAL DR JOAO TELES
26013886,ESCOLA MUNICIPAL JOAO XXIII
26013924,ESCOLA MUL PROFESSORA MARIA ANTONIA DE ARAUJO
26013975,ESCOLA MUL AGOSTINHA MARIA DA SILVA
26013983,ESCOLA MUL ALFREDO FILGUEIRA SAMPAIO
26014025,ESCOLA MUL FRANCISCO HILDEBERTO SAMPAIO
26014076,ESCOLA MUNICIPAL LUIZ LUCIANO DE LUCENA
26014130,ESCOLA MUNICIPAL VALDEMAR FERREIRA FILHO
26150352,ESCOLA MUNICIPAL 1º DE MAIO
26170302,CRECHE MARIA RUFINO
26184230,CRECHE ESCOLA PROFESSORA MARIA NUBIA MARTINS PARENTE
26185628,ESCOLA MUNICIPAL PROFESSORA NEUSA DE LIMA SAMPAIO
26421712,ESCOLA MUNICIPAL MENINO JESUS
