CO_ENTIDADE,NO_ENTIDADE
24046922,ESC MUNICIPAL ANTONIETA ALBUQUERQUE SILVA
24046949,ESC MUL ARCELINA FERNANDES
24046973,ESC MUL ANTONIO PEIXOTO MARIANO
24046990,ESC MUL DEPUTADO MARCIO MARINHO
24047015,ESCOLA MUNICIPAL DOUTOR JOSE TARGINO
24047040,ESCOLA MUNICIPAL FRANCISCO PEREIRA MATTOS
24047066,ESC MUL GEORGE AUGUSTO CARNEIRO COSTA
24047074,ESC MUL SENADOR JESSE PINTO FREIRE
24047163,ESCOLA MUNICIPAL MARIA BEZERRA DOS SANTOS
24047236,ESCOLA MUNICIPAL SAO JUDAS TADEU
24047252,ESC MUL SENADOR DINARTE MARIZ
24047333,ESC MUL PRESIDENTE CASTELO BRANCO
24066192,CEN MUL DE EDUCACAO INFANTIL E FUNDAMENTAL I PROFª MARIA DO CARMO BEZERRA
24066753,ESC MUL PROFESSOR MANOEL ELIAS DA COSTA
24070335,CRECHE MUNICIPAL XIQUE XIQUE
24070343,CRECHE MUNICIPAL JOAQUINA MOREIRA
24070351,CRECHE MUNICIPAL JOANITA ARRUDA CAMARA
24070360,CRECHE MUNICIPAL TEREZINHA GONCALVES BEZERRA
24070378,CRECHE MUNICIPAL TEREZINHA BATISTA FERNANDES
24070467,CRECHE MUNICIPAL MARIA JOSE DA SILVA SANTOS
24070475,CRECHE MUNICIPAL JOSILEIDE RAIMUNDO DE CARVALHO
24070483,CRECHE MUNICIPAL TIA BENTA
24070491,CRECHE MUNICIPAL LAGOA SECA
24071684,CRECHE MUL EDNOLIA CAMARA DE MELO
24077151,ESCOLA MUNICIPAL NESTOR MARINHO
24077160,CRECHE MUL LAGOA LIMPA DO FERNANDO
24077178,CRECHE MUNICIPAL MARINA FERNANDES PEIXOTO
24077232,APAE - ESCOLA ESPECIAL PROFESSORA GRACINETE MARTINS GUEDES DA SILVA
24085901,ESCOLA MUNICIPAL PROFESSOR JOSE TAVARES
24087106,ESCOLA MUNICIPAL SANTA LUZIA
24277304,CRECHE MUNICIPAL MARIA DE LOURDES TAVARES DE PAULA
24286311,ESC MUL MANOEL HENRIQUE DE LIMA
24320307,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS - SCFV
