CO_ENTIDADE,NO_ENTIDADE
26068761,ESCOLA MUNICIPAL PROFESSOR MIGUEL AZEVEDO DE OLIVEIRA
26068788,ESCOLA MUNICIPAL HELIODORO GONCALVES DE ARRUDA
26068796,ESCOLA MUNICIPAL MANOEL RODRIGUES DE LOLA
26068834,ESCOLA MUNICIPAL JOAO OTHMAR MOURA
26068869,ESCOLA MUNICIPAL SANTA CRUZ
26068893,ESCOLA MUNICIPAL SEVERINO PEREIRA DE MOURA
26068907,ESCOLA MUNICIPAL VICENTE FERREIRA DAS GRACAS
26068931,ESCOLA MUNICIPAL MANOEL TAVARES PESSOA
26068958,ESCOLA MUNICIPAL BELARMINO BEZERRA NEGROMONTE
26069032,ESCOLA MUNICIPAL MANOEL PAULO CAMPOS
26069040,ESCOLA MUNICIPAL SEVERINO ALEXANDRE DA CRUZ
26069067,ESCOLA MUNICIPAL JOAO FERREIRA DA SILVA
26069083,ESCOLA MUNICIPAL JOAO PEREIRA DE LIMA
26069113,ESCOLA MUNICIPAL MARIA DE LOURDES ALBUQUERQUE DE OLIVEIRA
26069130,ESCOLA MUNICIPAL SEVERINO BARBOSA DE FARIAS
26069148,ESCOLA MUNICIPAL VICENTE FERREIRA CAMPOS
26069180,ESCOLA MUNICIPAL BENTO JERONIMO DA SILVA
26069199,ESCOLA MUNICIPAL SANTO OTACILIO
26134470,ESCOLA MUNICIPAL ANTONIO ANDRE DA SILVA
26139049,ESCOLA MUNICIPAL RAUL SOARES
26141230,ESCOLA MUNICIPAL JOSE PROCOPIO CAVALCANTI
26141248,ESCOLA MUNICIPAL MARCIO XAVIER DE MOURA
26145758,ESCOLA MUNICIPAL GOVERNADOR MIGUEL ARRAES DE ALENCAR
26158787,ESCOLA MUNICIPAL JOSE ANDRE FILHO
26188430,CRECHE PROFESSORA MARIA LUCIA SOUTO GOMES DA SILVA
