CO_ENTIDADE,NO_ENTIDADE
24041793,ESCOLA MUNICIPAL PINGUINHO DE GENTE
24041807,EM ALUIZIO BEZERRA
24041955,UNIDADE VII JOAO DE OLIVEIRA CONFESSOR
24042005,ESCOLA MUNICIPAL JOSE RODRIGUES DA ROCHA
24042013,UNIDADE XX MANOEL FERNANDES DA SILVA
24042048,UNIDADE XXVI MANOEL VICENTE LIMA
24042056,UNIDADE XV MARIA AUGUSTA DE ARAUJO
24042072,UNIDADE XXVIII MARIANO ARAUJO DE BARROS
24042099,UNIDADE XXV NOSSA SENHORA APARECIDA
24042129,EM PAULO VENANCIO DE MEDEIROS
24042137,UNIDADE IX PEDRO FERREIRA DE MEDEIROS
24042200,UNIDADE I RITA DINA DE MEDEIROS
24042293,UNIDADE IX SANTA ISABEL
24042331,EM THEODORICO BEZERRA
24042374,UNIDADE XXIV NOSSA SENHORA DAS VITORIAS
24042480,ESCOLA MUNICIPAL SOSSEGO DA MAMAE
24063304,ESCOLA MUNICIPAL RITA NELY FURTADO
24063312,ESCOLA MUNICIPAL PROFESSORA PALMIRA BARBOSA
24070513,UNIDADE XVIII MARIA STELA
24074187,CRECHE DONA NANITA
24074195,CRECHE MUNICIPAL PEDRO SEVERINO BEZERRA
24078662,EM MIGUEL LULA DE FARIAS
24084956,UNIDADE III ECILDA RAMOS DE SOUZA
24084964,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DO PARAISO
24088889,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA GIZALDA BARBOSA LINS
24088897,ESCOLA MUNICIPAL JOAO DE OLIVEIRA CONFESSOR II
24285358,UNIDADE XXXIV-PROF FRANCISCA IVAITA GUILHERME DE LIMA
