CO_ENTIDADE,NO_ENTIDADE
24035440,ESCOLA MUNICIPAL PROFESSOR HUMBERTO GAMA
24035459,CENTRO MUNICIPAL DE REABILITACAO PROFESSORA CRINDELIA BEZERRA
24035505,ESC MUL DE NOSSA SENHORA
24035637,ESCOLA MUNICIPAL AUSONIO ARAUJO
24035645,ESCOLA MUNICIPAL CIPRIANO LOPES GALVAO
24035653,ESC MUN FRANCISCO LEONIS GOMES DE ASSIS
24035661,ESC MUL GILSON FIRMINO DA SILVA
24035670,ESCOLA MUNICIPAL JUSTINO DANTAS
24035696,ESC MUL PRES CASTELO BRANCO
24035700,ESC MUL PROF FRANCISCO ROSA
24035718,ESC MUL PROF SALUSTIANO MEDEIROS
24035734,ESC MUL PROF SOCORRO AMARAL
24035742,ESC MUL PROFA TRINDADE CAMPELO
24035807,UNIDADE II BEATRIZ DE MELO LULA
24035815,UNIDADE IV CIRILO MARINHO
24035823,UNIDADE IX JOAO ALFREDO DE V GALVAO
24035831,UNIDADE V ANTONIO BEZERRA
24035840,UNIDADE VI CATUNDA
24035858,UNIDADE VII IMACULADA CONCEICAO
24035874,UNIDADE XI ANTONIA B SALUSTINO BARRETO
24035882,UNIDADE XII ANA PINHEIRO DE OLIVEIRA
24035890,UNIDADE XIII LUIZ GONZAGA
24035904,UNIDADE XIV DOMINGOS SAVIO
24035912,UNIDADE XIX TOMAS ALVES DOS SANTOS
24035920,UNIDADE XV ADELINO PEREIRA DE MACEDO
24035939,UNIDADE XVI PEDRO CIPRIANO DANTAS
24035947,UNIDADE XVII MARCACAO
24035955,UNIDADE XVIII LEONARDO BANHOS MARINHO
24035963,UNIDADE XX JOSE CANDIDO
24035998,UNIDADE XXIV PREF ASSIS GOMES
24036013,UNIDADE XXV SAO FRANCISCO
24036021,UNIDADE XXVI MANOEL OSORIO
24036030,UNIDADE XXVII PREF MARIANO GUIMARAES
24036048,UNIDADE XXVIII SAO FRANCISCO DE ASSIS
24036064,UNIDADE XXXI CEL JOSE BEZERRA
24036080,UNIDADE XXXIII GONCALO SENA DE OLIVEIRA
24036102,UNIDADE XXI ALFERES DELFINO SOARES
24036110,UNIDADE III FRANCISCO BRANDAO
24063800,CCI TEREZA BEZERRA SALUSTIANO
24064823,CRECHE CRIANCA FELIZ
24065714,CRECHE ABELHINHA
24065722,CRECHE MUNICIPAL PROFESSOR SALU
24065730,CRECHE PREFEITO MARIANO GUIMARAES
24065757,CRECHE INFANCIA ALEGRE
24066362,CRECHE DAVINA BEZERRA DE ARAUJO DANTAS
24066370,CRECHE MARGARIDA MARIA DA CUNHA
24078646,CRECHE MUNICIPAL O MUNDO DA CRIANCA
24081108,CRECHE MUNICIPAL MARILENE MATIAS DA SILVA
24081116,CRECHE SANTA MARIA GORETE
24081515,CRECHE NOSSA SENHORA DE LOURDES
24083402,CRECHE MARIA DALILA
24182206,CENTRO DE ATIVIDADE COMPLEMENTAR
24187208,CENTRO INFANTIL SEMENTES DA LIBERDADE
