CO_ENTIDADE,NO_ENTIDADE
26040565,ESCOLA MUNICIPAL JOAO ALVES DA MATA
26040689,ESCOLA MUNICIPAL JOAO BENEDITO DA SILVA
26040980,ESCOLA MUNICIPAL AGAMENON MAGALHAES
26041022,ESCOLA MUNICIPAL MARIA HERMINA FERRAZ
26041030,ESCOLA MUNICIPAL DE VARJOTA
26041057,ESCOLA MUNICIPAL DIVINA PASTORA
26041073,ESCOLA MUNICIPAL JOSE FELIX SOARES
26041103,ESCOLA MUNICIPAL CAPITAO EMILIO GOMES NOVAES
26041111,ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO
26041146,ESCOLA MUNICIPAL PEDRO JORGE
26041154,ESCOLA MUNICIPAL SAO FRANCISCO
26041162,ESCOLA MUNICIPAL SAO JOSE DO ATICUM
26041170,ESCOLA MUNICIPAL VARZEA COMPRIDA
26041189,ESCOLA MUNICIPAL ISRAEL JOAO DOS SANTOS
26041197,ESCOLA MUNICIPAL PREFEITO FRANCISCO FERRAZ NOVAIS
26041235,ESCOLA MUNICIPAL ANTONIO COSME DOS SANTOS
26041251,ESCOLA MUNICIPAL ETELVINO JOAO DA SILVA
26041260,ESCOLA MUNICIPAL FLECKENBERG
26041278,ESCOLA MUNICIPAL JOAO ANTONIO DE SOUZA FERRAZ
26041383,ESCOLA MUNICIPAL MAJOR JOAO NOVAES
26041456,ESCOLA MUNICIPAL BARRA DO JUA
26041464,ESCOLA MUNICIPAL DE AIRI
26041499,ESCOLA MUNICIPAL JOSE BARBOSA DE SOUZA FERRAZ
26041502,ESCOLA MUNICIPAL JOSE FIRMINO DE MENEZES
26041510,ESCOLA MUNICIPAL MALHADA DA AREIA
26041537,ESCOLA MUNICIPAL GERUZA LEAL DE SOUZA
26041553,ESCOLA MUNICIPAL POCINHOS DO AIRI
26041561,ESCOLA MUNICIPAL SAO JUDAS TADEU
26041588,ESCOLA MUNICIPAL JOSE MANOEL DE SA
26041600,ESCOLA MUNICIPAL JOAO GOMES FERRAZ
26041618,ESCOLA MUNICIPAL JOAQUIM SALVADOR DE SOUZA FERRAZ
26041693,ESCOLA MUNICIPAL DOMINGOS SORIANO DE SOUZA
26041715,ESCOLA MUNICIPAL ANTONIO GOMES DE SOUZA
26041723,ESCOLA MUNICIPAL MARIO DE SOUZA FERRAZ
26041731,ESCOLA MUNICIPAL JARDIM
26041758,ESCOLA MUNICIPAL MORORO
26041782,ESCOLA MUNICIPAL SANTA LUZIA
26041804,ESCOLA MUNICIPAL BENVINDA CAVALCANTE NOVAES
26041820,ESCOLA MUNICIPAL MANOEL JOSE LOPES
26136829,ESCOLA MUNICIPAL MANOEL ALEXANDRE GOMES DA SILVA
26142309,ESCOLA MUNICIPAL MANOEL DE SA JARDIM
26142317,ESCOLA MUNICIPAL JOSE LUCIO DA SILVA
26147882,ESCOLA MUNICIPAL CRAIBEIRA
26147890,ESCOLA MUNICIPAL SANTA PAULA
26147920,CENTRO DE EDUCACAO MUNICIPAL PROFESSORA FORTUNATA FERRAZ DA ROSA
26150859,CRECHE MUNICIPAL CINDERELA
26150875,CRECHE MUNICIPAL DOM FRANCISCO XAVIER NIERHOFF
26150891,CRECHE MUNICIPAL AURORA GOMINHO FERRAZ - VOVO AURORA
26150905,ESCOLA MUNICIPAL SANTA RITA DE CASSIA
26150930,ESCOLA MUNICIPAL SAO JOAO DO PAJEU
26150948,CRECHE MUNICIPAL PROFESSORA NAHY DINIZ FERRAZ
26150956,CRECHE MUNICIPAL ALBINA DE SOUZA FERRAZ - MAE BINA
26150972,CRECHE MUNICIPAL PROFESSORA SEVERINA CAMPOS BARBOSA SANTOS
26150980,CRECHE MUNICIPAL ADELIA URSULA DE SA
26150999,CRECHE MUNICIPAL BEIJA FLOR
26151006,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MUNICIPAL DEPUTADO AUDOMAR FERRAZ
26155400,BERCARIO SANTO ANDRE
26158205,ESCOLA MUNICIPAL ALEXANDRE NECIVALDO DE SA
26158213,ESCOLA MUNICIPAL PREFEITO OSCAR FERRAZ FILHO
26165554,CRECHE MUNICIPAL BARRA DO JUA
26169711,ESCOLA MUNICIPAL PREFEITO AFONSO AUGUSTO FERRAZ
26173670,ESCOLA MUNICIPAL TENENTE OLIMPIO GOMES DE SA
26176190,ESCOLA MUNICIPAL PROFESSORA MARIA MARTINHA BELFORT
26180162,ESCOLA MUNICIPAL VICENTE JOSE DE SOUZA
26187582,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA DA CIUNA
26188171,CRECHE JOSEFINA FERRAZ GOIANA NOVAES
26229617,ESCOLA MUNICIPAL BOA ESPERANCA
26235609,ESCOLA MUNICIPAL PLATAFORMA
