CO_ENTIDADE,NO_ENTIDADE
26104180,ESCOLA MUNICIPAL JOAO FRANCISCO DE MELO
26104237,ESCOLA ROBERTO BEZERRA DE MELO JUNIOR
26104253,ESCOLA MUNICIPAL ABREU DO UNA
26104261,ESCOLA MUNICIPAL DONA MARIA DE BRITO
26104270,ESCOLA MUNICIPAL LIVIO TENORIO
26104296,ESCOLA MUNICIPAL ESPIRITO SANTO
26104300,ESCOLA GISA
26104334,ESCOLA NOSSA SENHORA DO ROSARIO
26104342,ESCOLA VARZEA DO UNA
26145332,ESCOLA NOSSA SENHORA DO PERPETUO SOCORRO
26145391,ESCOLA NOSSA SENHORA DA CONCEICAO
26145553,ESCOLA PROFESSORA T CRIST MELO DOS REIS
26181908,ESCOLA MUNICIPAL EM EDUCACAO INFANTIL VARZEA DO UNA
26191768,ESCOLA MUNICIPAL JUDITE MARIA DE ALMEIDA
26214601,ESCOLA MUNICIPAL SEVERINA NUNES DE ANDRADE
