CO_ENTIDADE,NO_ENTIDADE
26019442,ESCOLA MUNICIPAL HIGINO BEZERRA
26024020,EMEF MANOEL CANDIDO FERREIRA
26024101,ESCOLA MUNICIPAL AGUAS CLARAS
26024152,ESCOLA MUNICIPAL JOSE ALVES DE ALMEIDA
26024160,ESCOLA MUNICIPAL SAO VICENTE DE PAULO
26024187,ESCOLA MUNICIPAL MILTON PESSOA
26024195,EMEFI GOVERNADOR EDUARDO CAMPOS
26024322,ESCOLA MUL JOAO FERNANDES DE QUEIROZ
26024349,ESCOLA MUNICIPAL MAURICIO CANDIDO FERREIRA
26024357,ESCOLA MUNICIPAL ANTONIO FERREIRA TENORIO
26134093,ESCOLA MUNICIPAL JOAO HENRIQUE DA SILVA
26140489,ESCOLA MUNICIPAL FORTALEZA
26172062,ESCOLA MUNICIPAL JOAO LUIZ DE CARVALHO
26191547,CRECHE MUNICIPAL PROFESSORA ESTER VIANA DE VASCONCELOS
