CO_ENTIDADE,NO_ENTIDADE
27008169,EMEIF NOSSA SENHORA DE FATIMA
27008185,EMEIF SANTA ANA
27008223,EMEIF JOAO VIEIRA GOMES
27008266,EMEIF MANOEL LEANDRO PEREIRA
27008274,EMEIF MANOEL BEZERRA LINTO
27008282,EMEIF MANOEL PEDRO DE MELO
27008290,EMEIF POSSIDONIO GADI
27008304,EMEIF CAPITULINO LOURENCO DE ARAUJO
27008312,EMEIF BOB PIERCE
27008347,EMEIF SANTA HELENA
27008363,EMEIF ARISTIDES ANTONIO DA SILVA
27008371,EMEIF LAURENTINO JOSE RODRIGUES
27008410,EMEIF VEREADOR JOSE DOMINGOS DE BARROS
27008460,EMEIF NOSSA SENHORA DE LOURDES
27008568,EMEIF JOSE ALVES DA SILVA
27008592,EMEIF BARAO DE ALAGOAS
27008630,EMEIF WASHINGTON SOARES GAIA
27008657,EMEIF PEDRO FRANCISCO DAS CHAGAS
27008665,EMEIF ANTONIO AGOSTINHO DOS ANJOS
27008720,EMEIF MANOEL VIEIRA GADI
27048969,CENTRO DE ACOLHIMENTO A CRIANCA E AO ADOLESCENTE - CAACA
27051455,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VEREADOR EVANDRO CARDOSO BARROS
27054160,CENTRO EDUCACIONAL INFANTIL-CEI JOSE VANILDO LISBOA GOMES
27220338,EMEIF AUDALIO MACIANO DA SILVA
27221245,EMEIF FREI DAMIAO
27221326,CRECHE MUNICIPAL LENITA VILELA
27221334,CRECHE MUNICIPAL CRISTIANE
27221342,CRECHE MUNICIPAL SAGRADA FAMILIA
27222535,CRECHE MUNICIPAL MORANGUINHO
27222691,EMEIF WELLINGTON PINTO FONTES
27241203,EMEIF IMACULADA CONCEICAO
27241408,EMEIF ELISABETH JACOBA MARIA BOGERS
