CO_ENTIDADE,NO_ENTIDADE
27011666,ESCOLA MUNICIPAL ARIZIO DE VASCONCELOS
27011674,ESCOLA MUNICIPAL ANTONIO ALVES FEITOSA
27011690,ESCOLA MUNICIPAL D PEDRO I
27011704,ESCOLA MUNICIPAL GETULIO VARGAS
27011712,ESCOLA MUNICIPAL JAIME LUSTOSA DE ALTAVILA
27011720,ESCOLA MUNICIPAL JOAO DIAS
27011739,ESCOLA MUNICIPAL JOAO MATEUS DA SILVA
27011747,ESCOLA MUNICIPAL JOSE CALU DA SILVA
27011755,ESCOLA MUNICIPAL JOSE CARDOSO DA SILVA
27011763,ESCOLA MUNICIPAL JOSE LUIS DA SILVA
27011771,ESCOLA MUNICIPAL JOSE MIGUEL
27011780,ESCOLA MUNICIPAL JULIA PEREIRA DE MOURA
27011798,ESCOLA MUNICIPAL MANOEL RODRIGUES SANTA ROSA
27011801,ESCOLA MUNICIPAL MANOEL SOARES DA SILVA
27011810,ESC0LA MUNICIPAL MARINHO JOSE DA SILVA
27011828,ESCOLA MUNICIPAL PEDRO CICERO DA SILVA
27011836,ESCOLA MUNICIPAL PEDRO FERREIRA
27223760,CRECHE LOURINETE DIELISSE SANTA ROSA
27223779,CRECHE CASULO SEBASTIANA FERREIRA DA COSTA
