CO_ENTIDADE,NO_ENTIDADE
25051733,EMEB MARIA DE LOURDES ARAUJO DE ARRUDA
25052004,EMEB JULITA GUERRA
25052462,EMEB ALFREDO RUFINO BARBOSA
25052578,EMEB ANTONIO DE SOUZA BARBOSA
25052594,EMEB BELARMINO DE MEDEIROS
25052624,EMEB SEBASTIAO LUCENA DE CASTRO
25052632,EMEB MANOEL TERTULIANO DE ARAUJO
25052640,EMEB ANTONIO PEREIRA DE ANDRADE
25052659,EMEB ERNESTO CELEDIAO DO REGO
25052667,EMEB FRANCISCO GUEDES DE BRITO
25052683,EMEB HORACIO CORDEIRO DE MELO
25052691,EMEB JOSUE BARBOSA DE ANDRADE LIRA
25052705,EMEB JOAO LOPES DE ANDRADE
25052730,EMEB JOSE HERMINIO BEZERRA CABRAL
25052756,EMEB JOAO TOMAZ DA SILVA
25052764,EMEB SEVERINO ALVES CAMPOS
25106104,EMEB PROFESSORA LAURA BARBOSA BEZERRA
25132571,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA OLIVEIRA DOS SANTOS
25133624,EMEB PROFESSORA MARIA SANTINA DA COSTA GONCALVES
25307924,CEMEB PROFESSORA MARLY BARBOSA DE ALMEIDA - TIA MARLY
