CO_ENTIDADE,NO_ENTIDADE
24056324,CENTRO INFANTIL ESTRELA DO MAR
24056332,CENTRO INFANTIL GOV JOSE AGRIPINO
24056464,ESC MUL ABEL SOARES DE SOUZA
24056472,ESC MUL ANTONIO FABRICIO CARIDADE
24056480,ESC MUL CEL JOSE FRANCO RIBEIRO
24056499,ESC MUL CICERO INACIO
24056502,EM EXPEDITO JOSE DA COSTA
24056510,ESC MUL FRANCISCO DANTAS
24056529,EM ISAIAS LOPES
24056537,ESC MUL JORGE CAMARA
24056545,ESC MUL LUIZ ALVES
24056561,ESC MUL NOSSA SRA DE FATIMA
24056570,ESC MUL PE AUGUSTINHO
24056588,ESC MUL PEDRO FERNANDES
24056596,ESC MUL PROF VERA LUCIA GONCALVES
24056600,ESC MUL RAIMUNDA JOANA DO NASCIMENTO
24056626,ESC MUL VEREADOR RICARDO AFONSO DE LIMA
24056634,EM SERGIO DE OLIVEIRA AGUIAR
24056685,JARDIM ESCOLA ROSA AMELIA
24067121,ESC MUL MARIA ISABEL DANTAS
24071552,JARDIM VIDA ESPERANCA
24077860,ESCOLA DONA SILVANA
24083593,CRECHE PARQUE DOS SERVIDORES
24083607,CRECHE COMUM
24083615,CRECHE CARAO
24083623,CRECHE MUNICIPAL DE VILA DE FATIMA
24083631,CRECHE MUNICIPAL MURICI
24083640,CRECHE MUNICIPAL MANAIM
24083658,CRECHE NOVA EXTREMOZ
24083666,CRECHE MUNICIPAL DE GENIPABU
24337307,CENTRO DE ATIVIDADE COMPLEMENTAR
24337315,SITE SERVICO INTINERANTE DE TRABALHO EDUCACIONAL
24339300,CRECHE MUNICIPAL DE CAMPINAS
