CO_ENTIDADE,NO_ENTIDADE
27023109,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ELIAS FERREIRA DO NASCIMENTO
27023133,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIO GOMES DE BARROS
27023141,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ABSOLON CORREIA DE MELO
27023184,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO JOSE DAS NEVES
27023192,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL BATISTA TUBINO
27023206,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CELSO FURTADO
27023257,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JORGE DE LIMA
27023265,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE BENTO
27023281,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE PUREZA DA SILVA
27023290,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE TERMISTA DE BARROS
27023303,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL BRANDES
27023311,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARECHAL CASTELO BRANCO
27023370,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO MARQUES
27023389,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAGRADA FAMILIA
27023400,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAO VICENTE DE PAULA
27023451,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA RITA
27023478,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROF JOSE DE MELO GOMES
27023494,ESCOLA MUN DE ENS FUND DENILMA VILAR BULHOES DE BARROS
27023508,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO DE MEDEIRO SARMENTO
27023524,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAQUIM BERNARDO DE MENDONCA
27023532,ESC DE ENS FUND E MEDIO MONS CLOVIS DUARTE DE BARROS
27055159,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MALDJA AGOSTINHO
27055175,CENTRO EDUCACIONAL INFANTIL IVANEIDE PANTALEAO FERREIRA
27213676,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEQUENO PRINCIPE
27213706,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE HENRIQUE DO NASCIMENTO
27213722,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAO SEBASTIAO
27219984,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL OLAVO BILAC
27219992,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO CORREIA BARBOSA
27220001,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL OSANO DE OLIVEIRA LIMA
27221466,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO DE MELO MENDONCA
27222772,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFª DIVA Mª MARQUES DE AZEVEDO
27226573,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DR CARLOS MARQUES
27264009,ESCOLA DE ENSINO FUNDAMENTAL ULISSES SOUZA DE MENDONCA
