CO_ENTIDADE,NO_ENTIDADE
24062405,ESC MUL DE 1º GRAU DR JOSE TARGINO
24062537,ESC MUL ACACIO JOSE BARBOSA
24062545,ESC MUL ANTONIO MARQUES TEIXEIRA FILHO
24062553,ESC MUL CAPIM GROSSO
24062561,ESC MUL CLAUDINO MARTINS DELGADO
24062570,ESC MUL DE ENS FUND SAO SEBASTIAO
24062588,ESC MUL DEP GRIMALDI RIBEIRO
24062596,ESC MUL DR ANTONIO FERNANDES DA COSTA
24062618,ESC MUL EUNICE DA SILVA SOUTO
24062626,ESC MUL JESSE FREIRE
24062634,ESC MUL JOAO PEDRO DE OLIVEIRA
24062642,ESC MUL JOAQUIM BEZERRA CAVALCANTE
24062685,ESC MUL DE 1ª GRAU PADRE LEONCIO
24062707,ESC MUL PRES CASTELO BRANCO
24062715,ESC MUL PROF GENAR BEZERRIL
24062723,ESC MUL PROF MARIA LEONOR DE M LIMA
24062740,ESC MUL TRES AROEIRAS
24071293,ESC MUL BOA VISTA
24071331,ESC MUL DE CASACA
24072320,CENTRO DE ATIVIDADE COMPLEMENTAR - PEDRO VELHO
24080330,CRECHE MUNICIPAL JOAO CELSO PEIXOTO
24080349,CRECHE MAURICIA DA SILVA OLIVEIRA
24080357,CRECHE ANTONIA GOMES
24080365,ESCOLA MUN DE ENSINO INFANTIL JOANA DE CARVALHO DANTAS
24083240,ESCOLINHA MUNICIPAL RABISCANDO O SABER
