CO_ENTIDADE,NO_ENTIDADE
26060744,ESCOLA MUNICIPAL MANOEL BEZERRA DE MELO
26060779,ESCOLA MUNICIPAL JOAO BASILIO
26060787,ESCOLA MUNICIPAL PROFª HERMINIA IDALINA DE JESUS
26060817,ESCOLA MUNICIPAL PROFESSOR AMARO SOARES DE SOUZA
26060841,ESCOLA MUNICIPAL PROFESSORA MARGARIDA AQUINO
26060868,ESCOLA MUNICIPAL MANOEL FERNANDES BEZERRA
26060876,ESCOLA MUNICIPAL PROFESSORA NILZA LEITE AVELINO
26060914,ESCOLA MUNICIPAL VILMA BARBOSA
26060930,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA
26060949,ESCOLA MUNICIPAL OTAVIANO CORDEIRO DE HOLANDA
26060990,ESCOLA MUNICIPAL SEVERIANO ROSA
26061058,ESCOLA MUNICIPAL PROFESSORA RITA AQUINO
26061066,ESCOLA MUNICIPAL MARIA AUGUSTA FERNANDES
26061090,ESCOLA MUNICIPAL AURELIANO CORDEIRO LEITE
26061104,ESCOLA MUNICIPAL SAO LUCAS
26061147,ESCOLA MUNICIPAL SANTA RITA
26061171,ESCOLA MUNICIPAL EURICO DE SOUZA LEAO
26061180,ESCOLA MUNICIPAL TENENTE ERNESTO DE SOUZA LEAO
26061236,ESCOLA MUNICIPAL PADRE HERALDO CORDEIRO DE BARROS
26061244,ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO
26061260,ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO
26138735,ESCOLA MUNICIPAL RICARDO FERREIRA
26140640,ESCOLA MUNICIPAL PROFº ALICE FERREIRA VALENCA
26186799,ESCOLA MUNICIPAL PROFESSORA MADELOM FERNANDES
26359618,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS
