CO_ENTIDADE,NO_ENTIDADE
25064797,EMEF PROFª EMILIA DE OLIVEIRA NEVES
25064819,CRECHE DONZINHA BEZERRA CAVALCANTE
25064827,CRECHE TIA GLAUCE
25064851,EMEF RURAL MISTA DE ALINORTE
25065009,EMEF DO OLHO DAGUA
25065084,EMEF FERNANDO BATISTA COUTINHO
25065122,EMEF JOAQUIM FRANCISCO DE CARVALHO
25065130,EMEF SAO JUDAS TADEU
25065149,EMEF JOAO PAULO II
25065157,EMEF JOSE ROCHA CIRNE
25065165,EMEF MANOEL FERREIRA DOS SANTOS
25065173,EMEF MIGUEL FILGUEIRA FILHO
25065181,EMEF ANTONIO COUTINHO DE MEDEIROS
25065190,EMEF APRIGIO PATRICIO RAMALHO
25065203,EMEF PEDRO DE OLIVEIRA MAIA
25065211,EMEF JOSE HENRIQUE PEREIRA
25065238,EMEF JOSE ROCHA SOBRINHO
25065246,EMEF SEVERINO PEREIRA DE MELO
25065254,GR ESC M ANTONIO JOSE DA COSTA
25065262,EMEF FRANCISCO LOPES DE AZEVEDO
25065289,GR ESC MUL PROF ANTONIO C DE MEDEIROS
25065297,EMEF PROF SOLANGE R DE FONTES
25065300,EMEF VER NICOLAU LUCENA MOURA
25065319,EMEF SANTA CECILIA
25065327,EMEF DO JARACATIA
25065335,EMEF JOAO FLORENTINO DA ROCHA
25065343,EMEF ARLINDO RAMALHO
25065378,EMEF DE UMARI
25065386,EMEF DR JOAQUIM F DE MEDEIROS
25065394,EMEF OTAVIO MARIANO CARDOSO
25065408,EMEF SANTA LUZIA
25065424,EMEF SANTO EXPEDITO
25065440,EMEF MAJOR AUGUSTO BEZERRA
25065459,EMEF LINDOLFO GRILO
25065475,EMEF RICARDO PEIXOTO
25065505,EMEF DR DIONISIO MAIA
25114824,EMEF NOSSA SENHORA APARECIDA
25116894,EMEF DA RAPOSA
25120280,ESCOLA ISOLADA DE SERRA VERDE
25128752,CRECHE MARIA EURIDICE RAMALHO
25128760,CRECHE JANETE FREIRE DOS SANTOS
25129589,EMEIF MONTE CARMELO
25130064,EMEF XAVIER JUNIOR
