CO_ENTIDADE,NO_ENTIDADE
26090171,COLEGIO MUNICIPAL JOAO VIEIRA BEZERRA
26090198,ESCOLA MUNICIPAL ANTONIO MENDONCA DA SILVA
26090201,ESCOLA MUNICIPAL CASSIMIRO MEDEIROS
26090210,ESCOLA MUNICIPAL JOAO MARTINIANO DE BARROS
26090236,ESCOLA MUNICIPAL JOAQUIM BARROS FILHO
26090244,ESC MUL JOAQUIM BEZERRA
26090252,ESC MUL JOAQUIM MARIA
26090260,ESCOLA MUNICIPAL JOSE FERREIRA DE LIRA
26090279,ESCOLA MUNICIPAL LUIZ JOSE DE SANTANA
26090287,ESCOLA MUNICIPAL SEVERINO LUIZ DE ALBUQUERQUE
26090295,ESCOLA MUNICIPAL SANTA RITA
26090341,ESCOLA MUNICIPAL CASTELO BRANCO
26090350,ESCOLA MUNICIPAL JOSE CIPRIANO DE QUEIROZ LIMA
26090368,ESCOLA MUNICIPAL MARIA ANUNCIADA DE ARAUJO
26134204,ESCOLA TEREZA DE JESUS DO NASCIMENTO
26138255,CRECHE CASULO MARIA BARROS DA ANUNCIACAO
26138263,ESCOLA JARDIM DA INFANCIA JOSEFA PETRIBU
26154641,ESCOLA MUL ANTONIO NEVES
26215608,ESCOLA MUNICIPAL PROFESSORA DENICE MARIA DE MELO SILVA
26349612,PROGRAMA DE ERRADICACAO DO TRABALHO INFANTIL
