CO_ENTIDADE,NO_ENTIDADE
26014181,ESCOLA MUNICIPAL CLEMENTINO NOGUEIRA
26014211,ESCOLA MUNICIPAL ANTONIA ALVES RANGEL
26014246,ESCOLA MUNICIPAL CLEMENTINO ALVES DE CARVALHO
26014289,ESCOLA MUNICIPAL ANTONIO HONORATO BARBOSA
26014378,ESCOLA MUNICIPAL OSMUNDO BEZERRA
26014386,ESCOLA MUNICIPAL PROFESSOR PEDRO THEMOTEO
26014416,ESCOLA MUNICIPAL JOSE PAULINO DOS SANTOS
26014440,ESCOLA JOAQUIM TAVARES DE SA
26014467,ESCOLA MUNICIPAL JOSE MARTINHO DE SA
26186209,CENTRO DE EDUCACAO INFANTIL MAE MOSA
26190460,CENTRO DE EDUCACAO INFANTIL MATILDE ANTONIA DE SA
