CO_ENTIDADE,NO_ENTIDADE
24038342,EM ADELAIDE FRANCA
24038350,EM ANTONIO SEVERIANO DA CAMARA
24038369,ESC MUL PROF SONIA VARELA
24038385,ESC MUL PROF CICERO VARELA ENS FUND
24038393,ESC MUL DES JOAO MARIA FURTADO
24038407,ESC MUL DR RAFAEL FERNANDES
24038415,ESCOLA MUNCIPAL ESTUDANTE FRANCISCO LEITE
24038423,ESC MUL ESTUDANTE MARCOS ANTONIO
24038431,ESC MUL FRANCISCO BITTENCOURT
24038440,ESC MUL INDIGENA LUIZ BATISTA FILHO
24038458,EM IRENE GINANI
24038466,EM JERONIMO CAMARA
24038474,EM JOAQUIM CAMARA
24038482,EM JOAQUIM NABUCO
24038490,EM JORGE FERNANDES DA CAMARA
24038547,EM PROF MARIA FERNANDES DA MOTA
24038563,EM MONSENHOR FREITAS
24038580,EM ODILON CABRAL
24038598,ESC MUL PE JOAO MARIA
24038601,ESC MUL PEDRO EMIDIO
24038610,ESC MUL PEDRO TORQUATO
24038628,ESCOLA MUNICIPAL INDIGENA AMARELAO
24038636,ESC MUL PROF MANOEL EDMILSON
24038652,EM PROFESSORA MARIA DULCE DA SILVA COSTA
24038660,ESC MUL PROFA VITORIA SOARES
24038687,EM SANTANA
24038695,EM PROF ANTONIO GOMES
24038709,EM PROFA MARIA DAS VITORIAS S VILAR
24038717,ESC MUL INDIGENA SARAMANDAIA
24038725,EM XVI DE JUNHO
24038733,EM ELIALDA SABINO
24038741,EM SANTA LUZIA
24038776,ESC MUL VER JOAO URBANO DE ARAUJO
24038784,ESC MUL VIRGILIO EPIFANIO DA COSTA
24038814,ESCOLA MUNICIPAL 29 DE JULHO
24038822,ESCOLA MUNICIPAL BOA SORTE
24063690,EM ODILON CABRAL II
24066850,ESC MUL XOA
24066869,EM SERRA VERDE
24067865,EM MODELO II
24067873,EM MODELO I
24070777,EM VER JOAO URBANO DE ARAUJO II
24070823,ESC MUL SANDRA NASCIMENTO DE SOUZA
24070831,ESCOLA MUNICIPAL PROFESSORA MARIA LIBORIO ALVES
24070874,ESC MUL ALZIRA MATIAS DE MELO
24070939,CMEI MARIA REDIVAN RODRIGUES
24070947,CMEI ESTUDANTE LUIS ANTONIO
24070955,CMEI PROFESSORA ELAINE SENA
24070963,CMEI INDIGENA DO POVO MENDONCA
24070980,CRECHE MUL MARIA ROSA DO NASCIMENTO
24070998,CMEI PROFESSORA ITAMILDA SANTOS
24071005,CMEI MARIA GOMES DA CAMARA
24071013,CMEI ANTONIO LUCAS DE ARAUJO
24071021,CRECHE MUL MARIA DE LOURDES DE OLIVEIRA
24074438,CRECHE JOSE GOMES DE MELO
24074446,CMEI INDIGENA JULIA MARIA DA CONCEICAO BATISTA
24074454,CRECHE VITORIA SOARES
24074462,CRECHE FRANCISCA ROMANA DA SILVA
24078360,CENTRO MUL DE ENSINO RURAL PROFª MARIA AGRISMAR
24081213,ESCOLA MUNICIPAL MARIA DA PAZ
24082473,CRECHE MUNICIPAL IRENE COUTINHO
24082481,CMEI TEREZINHA VIEIRA
24084670,ESCOLA MUNICIPAL PROFESSORA MARIA GABRIEL
24086290,CMEI PROFESSORA FANQUINHA
24089540,ESCOLA MUNICIPAL EM TEMPO INTEGRAL PROFESSORA IVANISE LACERDA PIMENTA
24110205,CENTRO DE ATIVIDADES COMPLEMENTAR - PETI
24110213,CENTRO DE ATIV COMPLEMENTAR - AABB COMUNIDADE
24297305,EM ACUCENA
