CO_ENTIDADE,NO_ENTIDADE
26075377,ESCOLA PADRE DEHON
26075393,CENTRO SOCIAL MONSENHOR CALLOU
26075466,COLEGIO MUNICIPAL PE AGOBAR VALENCA
26075504,ESCOLA MUNICIPAL RANSER ALEXANDRE GOMES
26075644,ESCOLA BATISTA DA ESPERANCA
26075652,ESCOLA SAO CAMILO
26075806,ESCOLA LUIS DE SOUZA CAVALCANTI
26075830,ESCOLA MARIA AURINEIDE MARTINS ACIOLI
26075881,ESCOLA MUNICIPAL PROFESSORA GABRIELA MISTRAL
26075890,ESCOLA MUNICIPAL PROFESSORA GISELDA VIEIRA BELO
26076020,ESCOLA SILVINO ALMEIDA DE OLIVEIRA
26076071,ESCOLA VIRGILIA GARCIA BESSA
26076080,ESCOLA ABILIO CAMILO VALENCA
26076110,ESCOLA MUNICIPAL CABO COBRINHA
26076128,ESCOLA DEOCLECIANO MONTEIRO GUEDES
26076152,ESCOLA FRANCISCO PEREIRA LOPES
26076179,ESCOLA JOSE BAIA DA SILVA
26076187,ESCOLA MUNICIPAL JOSE BRASILEIRO VILA NOVA
26076314,ESCOLA MUNICIPAL PROFESSOR MARIO MATOS
26076322,ESCOLA ARTUR BRASILIENSE MAIA
26076349,ESCOLA JOAO PESSOA
26076373,ESCOLA FRANCINO ALBINO DA SILVA
26076420,ESCOLA JOSE ROSENDO BARBOSA
26076438,ESCOLA MUNICIPAL JULIAO CAPITO FILHO
26076470,EFITI JOSE FERREIRA SOBRINHO
26076551,ESCOLA SALOMAO RODRIGUES VILELA
26076560,ESCOLA ANTONIO ADEILDO FERREIRA
26076624,ESCOLA ERNESTO GUEIROS
26076667,ESCOLA MANOEL CORREIA EVANGELISTA
26076691,ESCOLA OSCAR FRANCISCO DA SILVA
26076713,ESCOLA ANALIA DE SOUZA SANTOS
26076721,ESCOLA ANTONIO ALVES CAVALCANTE
26076756,ESCOLA ANTONIO FIRMINO DA SILVA
26135573,ESC MUN PROFESSOR ANTONIO GONCALVES DIAS - CAIC
26138077,ESCOLA MUNICIPAL JAIME LUNA
26147980,ESCOLA MARIA TAVARES DO NASCIMENTO
26149460,ESCOLA SAO FRANCISCO DE ASSIS
26169126,ESCOLA MONSENHOR TARCISIO FALCAO
26172046,ESCOLA MUNICIPAL GENERAL SAMPAIO
26174405,ESCOLA MUNICIPAL PROFESSOR LETACIO BRITO PESSOA
26174413,ESCOLA MUN PROFª AMELIA MARIA C DE MELO TAVARES
26178532,ESCOLA MUNICIPAL PROFESSOR LUIZ TENORIO DE CARVALHO
26180960,ESCOLA MUNICIPAL INSTITUTO BIBLICO DO NORTE
26181100,ESCOLA MUNICIPAL INSTITUTO PRESBITERIANO DE HELIOPOLIS
26181800,ESCOLA PROFESSOR PETRONIO FERNANDES DA SILVA
26186233,CMEI- PROFESSORA GIRLANE LIRA DE SANTANA
26189305,EFITI PREFEITO AMILCAR DA MOTA VALENCA
26189313,CRECHE REVERENDO EZEQUIEL VENTURA DOS SANTOS
26190591,ESCOLA PROFESSORA LUZINETTE LAPORTE DE CARVALHO
26190648,ESCOLA PADRE GABRIEL HOFSTEDE
26191326,CMEI PROFESSORA MARIA VICENTE DE SOUZA
26191997,CRECHE MUNICIPAL DE EDUCACAO INFANTIL ZILDA ARNS NEUMANN
26192055,CRECHE PROFESSOR RODRIGO FREITAS DE SANTANA
26192071,CMEI- CENTRO DE EDUCACAO INFANTIL GOVERNADOR MIGUEL ARRAES DE ALENCAR MIGUELZINHO
26192284,EFITI FRANCISCO MANOEL DE TORRES FILHO
26192462,CRECHE PROFESSOR RAFAEL CRISTIANO LOPES DA SILVA
26212803,EFITI ESCOLA GOVERNADOR MIGUEL ARRAES DE ALENCAR
