CO_ENTIDADE,NO_ENTIDADE
26074893,COLEGIO NORMAL MUL DR ANTENOR ALVES PEDROSA
26074931,ESCOLA MUNICIPAL MONTEIRO LOBATO
26074982,ESCOLA MUL AVELINO NUNES DE SANTANA
26074990,ESCOLA MUNICIPAL BRASILIANO PAES
26075032,ESCOLA MUNICIPAL IZABEL TEIXEIRA DARCE
26075040,ESCOLA MUNICIPAL JOAO RICARDO FERREIRA
26075091,ESCOLA MUNICIPAL LAURENO GOMES DE SOUZA
26075113,ESCOLA MUNICIPAL MARIA AMELIA DE SOUZA
26075121,ESCOLA MUNICIPAL MARIA GODOY DE SANTANA
26075148,ESCOLA MUNICIPAL MINIMA DA BEZERRA
26075164,ESCOLA MUNICIPAL PROFESSORA JANDIRA PEDROSA
26075172,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS
26075180,ESCOLA MUNICIPAL DR SILVEIRA RAMOS
26075199,ESCOLA MUNICIPAL SANTA TEREZINHA
26075229,ESCOLA MUNICIPAL VICENCIA CHAVES
26075237,ESCOLA MUNICIPAL VICENTE NUNES DE FARIAS
26075261,ESCOLA MUNICIPAL SAO SEBASTIAO
26075270,ESCOLA MUL ARISTARCO DE ARAUJO E SILVA
26075300,ESCOLA MUNICIPAL JOAO DE DEUS NETO
26138301,ESCOLA MUL SEVERINO JOSE DOS SANTOS
26138344,ESCOLA MUNICIPAL JOSE VENANCIO PEIXOTO
26138360,ESCOLA MUNICIPAL ATALIBAL VICTOR
26144697,CRECHE JOSE SARNEY
26144700,CRECHE OSORIO DE ANDRADE SOUZA
26144719,CRECHE FLORA FRANCO ALBUQUERQUE
26155109,ESCOLA MUNICIPAL MONSENHOR PEDRO MAGNO DE GODOY
26167670,EDUCANDARIO MUNICIPAL SAO FRANCISCO DE ASSIS
