CO_ENTIDADE,NO_ENTIDADE
26085267,ESCOLA MUNICIPAL MARECHAL DEODORO DA FONSECA
26085275,ESCOLA MUNICIPAL JOAQUIM NABUCO
26085348,ESCOLA MUNCIPAL ANTONIO FRANCISCO CORREIA
26085372,ESCOLA MUNICIPAL MANOEL DE MIRANDA SANTIAGO
26085410,ESCOLA MUNICIPAL ANTONIO FEITOSA
26085429,ESCOLA MUNICIPAL BENJAMIM GALVAO
26085453,ESCOLA MUNICIPAL CAETANO ALEXANDRE
26085461,ESCOLA MUNICIPAL DOM JOAO MARQUES PERDIGAO
26085470,ESCOLA MUNICIPAL DOM MOURA
26085500,ESCOLA MUNICIPAL JOAQUIM VITALINO
26085542,ESCOLA MUNICIPAL JOAO BALBINO DE LUCENA
26085585,ESCOLA MUNICIPAL JOAO XXIII
26085615,ESCOLA MUNICIPAL JOSE JOAQUIM MUNIZ
26085631,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK
26085640,ESCOLA MUNICIPAL LEAO XIII
26085658,ESCOLA MUNICIPAL MANOEL BANDEIRA
26085666,ESCOLA MUNICIPAL MANOEL CALIXTO
26085682,ESCOLA MUNICIPAL MANOEL FRANCISCO DE LIRA
26085690,ESCOLA MUNICIPAL MANOEL JOAQUIM DE FARIAS
26085739,ESCOLA MUNICIPAL OSVALDO CRUZ
26085771,ESCOLA MUNICIPAL PRESIDENTE COSTA E SILVA
26085798,ESCOLA MUNICIPAL SANTA TEREZINHA
26085801,ESCOLA MUNICIPAL SANTO ANTONIO
26085810,ESCOLA MUNICIPAL TOME DE SOUZA
26085860,ESCOLA MUNICIPAL CARLOS GOMES
26085879,ESCOLA MUNICIPAL CORONEL MELINHO
26085895,GRUPO ESCOLAR GETULIO VARGAS
26085909,ESCOLA MUNICIPAL JOSE BENICIO FILHO
26085917,ESCOLA MUNICIPAL MANOEL BARBOSA
26085925,ESCOLA MUNICIPAL RUI BARBOSA
26085933,ESCOLA MUNICIPAL SANTOS DUMONT
26085976,ESCOLA MUNICIPAL JOSE FELIPE BARBOSA
26085984,ESCOLA MUNICIPAL BOM JESUS
26086018,ESCOLA MUNICIPAL VEREADOR LUIS VIEIRA
26086034,ESCOLA MUNICIPAL JOSE FELIZARDO
26086042,ESCOLA MUNICIPAL CONSELHEIRO JOAO DO MURRAO
26148013,CENTRO DE ENSINO INFANTIL TIA JULIA DE ALMEIDA
26154919,ESCOLA MUNICIPAL JOSE JOAQUIM BERNARDO DE SOBRAL
26166038,ESCOLA MUNICIPAL ARCELINO PEDRO DE LIMA
26445751,PROJETO RENASCE UMA ESPERANCA
26445760,ESCOLA PETI DE CRUZES
