CO_ENTIDADE,NO_ENTIDADE
24031410,C MUL DO E RUNID X MARIA BERNADETE MARQUES SOUZA GINANE
24031429,C MUL DO E R UNIDADE XIV NOSSA SENHORA DE FATIMA
24031453,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO JOSE
24031461,PRE ESCOLA TIA EULALIA
24031887,ESC MUL AUTA DE SOUZA
24031968,C MUL DO E R UNID III EDGAR JOSE DE MORAIS
24031984,C MUL DO E R UNID V ISAIAS LOPES DE ARAUJO
24032018,C MUL DO E R UNID VI JOAQUIM CANUTO DOS SANTOS
24032034,C MUL DO E R UNID VIII LAGOA DO MEIO
24032093,ESCOLA MUNICIPAL MARIA LEONOR CAVALCANTI
24032204,ESC MUL PRESIDENTE KENNEDY
24032220,ESC MUL PROF JOSE GURGEL DE ARAUJO
24032239,ESC MUL PROF MATEUS VIANA
24032247,ESC MUL PROF RAIMUNDO GUERRA
24032310,ESC MUL SEVERINA ERNESTINA ABIGAIL
24032328,ESCOLA MUNICIPAL SEVERINO PAULINO DE SOUZA
24032468,ESC MUL IRMA MARIA ASSUNTA VIEIRA
24032638,ESC MUNICIPAL CORONEL PAULINO BARCELOS
24063258,ESC MUL SEVERINA BRITO DA SILVA
24064378,ESC MUL PROF MARIA BERNADETE MARQUES DE SOUZA GINANE
24064521,ESC MUL IVANOR PEREIRA
24064564,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA DO ROSARIO
24067938,ESCOLA MUNICIPAL OLIVIA PEREIRA RODRIGUES
24068128,ESCOLA MUNICIPAL WALFREDO GURGEL
24068144,ESCOLA MUNICIPAL FREI DAMIAO
24068152,ESCOLA MUNICIPAL PROFESSORA INAH DE MEDEIROS DANTAS
24068160,ESCOLA MUNICIPAL MARIA FERNANDES DA SILVA
24080276,ESCOLA MUNICIPAL HERMANN GMEINER
24084107,CRECHE MUNICIPAL GENTE FELIZ
24084115,CRECHE MUNICIPAL MUNDO MAGICO
24086347,CRECHE MUNICIPAL DONA OSCARINA DE OLIVEIRA TORRES
24149209,CENTRO DE ATIVIDADES COMPLEMENTAR PETI
