CO_ENTIDADE,NO_ENTIDADE
25086979,ESCOLA MUNICIPAL DE EF ANA CAVALCANTE DE ALBUQUERQUE
25086987,ESCOLA MUNICIPAL EF DE BREJINHO
25087010,ESCOLA MUNICIPAL DO EF DE PAU DARCO
25087037,ESCOLA MUNICIPAL DE EF FRANCISCO LEMOS
25087045,EMEF INACIO SERRANO DE ANDRADE
25087053,ESCOLA MUNICIPAL DE EF JOSE HENRIQUES BARBOSA
25087061,ESCOLA MUNICIPAL DE EF MARIO CAMPELO
25087070,ESCOLA MUNICIPAL DE E F MIGUEL DALIA
25087088,ESCOLA MUNICIPAL DE EF N S DA CONCEICAO
25087126,ESCOLA MUNICIPAL DE EF PADRE GERALDO
25087134,EMEF CARLOS FERNANDES DE LIMA
25087142,EMEF FRANCISCA ALMEIDA
25087150,EMEF IRACEMA SOARES
25087169,ESCOLA MUNICIPAL DE EF PROFA JACINTA BATISTA BEZERRA
25087177,ESCOLA MUNICIPAL DE EF TEOFILIO AURELIO
25087223,ESCOLA MUNICIPAL EF DE CAIANA
25087231,ESCOLA MUNICIPAL DE EF DE CURRALINHO
25087240,ESCOLA MUNICIPAL DE EF DE ITAPECIRICA
25087258,ESCOLA MUNICIPAL DE EF DA COMUNIDADE PEDRA
25087266,ESCOLA MUNICIPAL DE EF DE AGUA FRIA
25087274,ESCOLA MUNICIPAL DE EF DE IMBIRIBEIRA
25087282,ESCOLA MUNICIPAL DE EF DE JOAO PEREIRA
25087290,ESCOLA MUNICIPAL EF DE PEPINA
25087410,ESCOLA MUNICIPAL DE EF EMIDIO ANTONIO RODRIGUES
25087428,ESCOLA MUNICIPAL DE EF ENG ANTONIO LIRA
25087517,ESCOLA MUNICIPAL DE EF AMBROSINA FERNANDES
25087614,ESCOLA MUNICIPAL DE EF CLEA MARIA BEZERRA BARBOSA
25087681,ESCOLA MUNICIPAL DE EF BRAZ FERREIRA DA COSTA
25103237,EMEF DR ADAILTON COELHO DA COSTA
25105604,ESCOLA MUNICIPAL DE EF CARMELITA FELICIANO GOMES
25105620,ESCOLA MUNICIPAL DE EF MANOEL FERNANDES DE LIMA
25105663,ESCOLA MUNICIPAL DE EF JOAO RAFAEL FILHO
25107828,ESCOLA MUNICIPAL DE EF CONEGO JOSE PAULO DE ALMEIDA
25108395,ESCOLA MUNICIPAL DE EF VOLTA DA JUREMA
25113330,CRECHE MARIA DO LIVRAMENTO PINTO LUCENA
25113585,ESCOLA MUNICIPAL DE EF CEL JOSE CASTOR DO REGO
25116800,EMEF MARIA LUCIA
25119192,EMEF MIGUEL TOMAZ SOARES
