CO_ENTIDADE,NO_ENTIDADE
27031993,E M CASTRO ALVES
27032108,EM ERNESTO GOMES MARANHAO
27032990,E M E F ERNESTO GOMES MARANHAO
27033040,E M FRANCISCA DE ASSIS LIRA
27033066,EM JOSE DA SILVA NOGUEIRA
27033082,E M JOAO DURVAL
27033120,E M DEP JOSE BERNARDES
27033139,EM NOSSA SENHORA DAS CANDEIAS
27033163,E M MANOEL GERONIMO DA SILVA
27033180,E M MARIA LETICIA CORREIA MARANHAO
27033198,E M DR SEVERINO CARLOS CORREIA MARANHAO
27033252,E M MENDONCA ALVES
27033295,EM DR LIMA JUNIOR
27049167,CRECHE PRO INFANCIA
27051854,CRECHE MUNICIPAL DOM BOSCO
27220567,EM SAO SEBASTIAO
27221016,E M CONS CICERO DE SIQUEIRA TORRES
27221822,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO
