CO_ENTIDADE,NO_ENTIDADE
26071932,ESCOLA DANTAS BARRETO
26071940,ESCOLA MUNICIPAL DOUTOR JOSE MARIANO
26071967,ESCOLA MUNICIPAL JOAO CALADO BORBA
26071975,ESCOLA MUNICIPAL JOAQUIM ANDRELINO DA SILVA
26071983,ESCOLA JOSE DOMINGOS DE ARAUJO
26071991,ESCOLA JOSE RICARDO DE OLIVEIRA
26072009,ESCOLA ODILON CORDEIRO DE MIRANDA
26072017,ESCOLA OZIAS BEZERRA DE ARAUJO
26072025,ESCOLA PEDRO SOARES DE SALES
26072033,ESCOLA PROFª VANDETE MAGALHAES
26072041,ESCOLA MUNICIPAL ANTONIO SERAFIM DE MELO
26072050,ESCOLA MUNICIPAL MIGUEL CALADO BORBA
26072068,ESCOLA MUNICIPAL MANOEL CAVALCANTI DE ALBUQUERQUE
26072076,GRUPO ESCOLAR PEDRO ALVES DA ROCHA
26072092,ESCOLA MUNICIPAL ANTONIO BEZERRA DA SILVA
26072106,ESCOLA MUNICIPAL JOAO BEZERRA DOS SANTOS
26072114,ESCOLA MUNICIPAL MAJOR JOAQUIM VITALINO
26072122,ESCOLA MUNICIPAL OLIVIA DE FREITAS SALGADO
26072130,ESCOLA MUNICIPAL PROFESSORA ALBA RIOS
