CO_ENTIDADE,NO_ENTIDADE
25039946,EMEIEF LUCIA DE FATIMA MORAIS DE LUCENA
25040049,EMEIEF RODOLPIANO DA NOBREGA
25040057,EMEIEF SEVERINO ANTONIO RAMOS
25040073,EMEIEF JOAQUIM FELIX DE MEDEIROS
25040081,EMEIEF LUZIA DA SILVA OLIVEIRA SATYRO
25040090,EMEIEF ROMULO ESCARIAO DA NOBREGA
25040120,EMEIEF ANTONIO BENTO DE MARIA
25040170,EMEIEF DE ROCA
25040189,EMEIEF DE SERRA BRANCA
25040219,EMEIEF EFRAIM DE BRITO
25040243,EMEIEF MESTRE LINO
25040332,EMEIEF JOSE DANTAS DA TRINDADE
25040375,EMEF ANTONIO BERNARDO DA SILVA
25040391,EMEIEF FRANCISCO PERGENTINO DE ARAUJO FILHO
25104578,EMEIEF CUPIM
25111779,EMEIEF ELIZEU EVANGELISTA DE MEDEIROS
25112783,EMEFM MARINA SOUTO GOUVEIA
25123831,CRECHE MUNICIPAL LUCIA DE FATIMA MORAIS DE LUCENA
