CO_ENTIDADE,NO_ENTIDADE
27026736,ESCOLA MUNICIPAL DE EDUCACAO BASICA EUSTAQUIO TOLEDO MACHADO
27026752,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE MARIA GOMES
27026779,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANITA LOPES TOLEDO
27026795,EDUCACAO INFANTIL CASINHA DA CRIANCA CAJUEIRENSE
27026809,ESCOLA MUNICIPAL DE EDUCACAO BASICA CICERO CABRAL TOLEDO
27026817,ESCOLA MUNICIPAL DE EDUCACAO BASICA ELIAS DE ALBUQUERQUE PONTES
27026841,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO TEIXEIRA COSTA
27026906,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL TOLEDO COSTA
27026973,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO PALMERY S MELO
27027007,ESCOLA MUNICIPAL DE EDUCACAO BASICA ISAURA TOLEDO COSTA
27027015,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL CORREIA COSTA
27027023,EDUCACAO INFANTIL CICERO CABRAL TOLEDO
27053024,CRECHE MAE LILI
27216713,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE FEBRONIO RIBEIRO COSTA
27218015,ESCOLA MUNICIPAL DE EDUCACAO BASICA ALTINA RIBEIRO TOLEDO
27219933,CRECHE MINHA CASA
27219950,CRECHE LAR DOCE LAR
27219968,CRECHE ISAURA TOLEDO COSTA
27221938,CRECHE PRIMEIROS PASSOS
27225658,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO LIVRAMENTO
