CO_ENTIDADE,NO_ENTIDADE
26129795,ESCOLA MUNICIPAL CARMENCITA RAMOS CAVALCANTI
26129809,ESCOLA DESEMBARGADOR ALVARO SIMOES BARBOSA
26129825,ESCOLA MUNICIPAL DR CLAUDIO GUEIROS LEITE
26129833,ESCOLA MUNICIPAL DR HUMBERTO DA COSTA SOARES
26129841,ESCOLA MUNICIPAL DR PAULO DE AMORIM SALGADO
26129850,ESCOLA MUNICIPAL EDMAR MOURY FERNANDES
26129876,ESCOLA MUNICIPAL JOAQUIM NABUCO
26129892,ESCOLA MUNICIPAL JOSE CISNEIRO CAVALCANTI
26129930,ESCOLA MUNICIPAL MANOEL MARIA CAETANO
26129949,ESCOLA MUNICIPAL MARIA MADALENA TABOSA LOPES
26129957,ESCOLA MUNICIPAL MARIA TEREZA MENEZES DE OLIVEIRA
26129965,ESCOLA MUNICIPAL ANIBAL CARDOSO
26129973,ESCOLA MUNICIPAL MINISTRO ANDRE CAVALCANTI
26129981,ESCOLA MUNICIPAL DR EUDES SOBRAL
26130009,ESCOLA MUNICIPAL PRESIDENTE TANCREDO DE ALMEIDA NEVES
26130017,ESCOLA MUNICIPAL PROFESSORA LUCIA FERREIRA SOARES
26130025,ESCOLA MUNICIPAL AMARO PE CAVALCANTI
26130033,ESCOLA MUNICIPAL ARMANDO JORGE SALES
26130050,ESC MUN PREFEITO JOAO BATISTA FERREIRA
26130076,ESCOLA MUNICIPAL MONTEIRO LOBATO
26130157,ESCOLA MUNICIPAL JOSE PANTALEAO DUTRA JUNIOR
26130165,ESCOLA MUNICIPAL PROFESSORA GUIOMAR DE ALBUQUERQUE MARANHAO
26130173,ESCOLA PROFESSORA MARIA DE FATIMA BARROS
26130181,ESCOLA MUNICIPAL PONTE DOS CARVALHOS
26130211,ESCOLA PREF DIOMEDES FERREIRA DE MELO
26130238,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26130246,ESCOLA MUNICIPAL VEREADOR EDVALDO MARTINS
26130254,ESCOLA VEREADOR JOSE CASSIMIRO DA SILVA
26130262,ESCOLA MUNICIPAL VICENTE YANEZ PINZON
26130270,ESCOLA MUNICIPAL PROFESSOR JOSE JOAQUIM DE OLIVEIRA
26130289,ESCOLA MUNICIPAL PREFEITO VICENTE MENDES SILVA
26130300,ESCOLA MUNICIPAL EVANDRO CAVALCANTI
26130335,ESCOLA MUNICIPAL VEREADOR SEVERINO BEZERRA MARQUES
26130343,ESCOLA MUNICIPAL ANA MARIA
26130351,ESCOLA MUNICIPAL ARISTHEU FIGUEIREDO
26130394,ESCOLA MUNICIPAL ESTRELIANO DE SOUZA LEAO
26130408,ESCOLA MUNICIPAL JOAQUIM DE SOUZA LEAO
26130416,ESCOLA PROF ROSINALDO BARBOSA
26130440,ESCOLA MUNICIPAL RENATO PAULO DE SENA
26130459,ESCOLA MUNICIPAL VEREADOR GILBERTO FRAGOSO
26130467,ESCOLA MUNICIPAL PADRE HENRIQUE VIEIRA
26130483,ESCOLA MUNICIPAL PROFESSOR SETTE
26130491,ESCOLA MUNICIPAL VEREADOR JOSE PROCOPIO NASCIMENTO
26130505,ESCOLA MUNICIPAL CELMA BARROS CABRAL
26130513,ESCOLA MUNICIPAL PONTEZINHA
26130599,ESCOLA MUNICIPAL MARQUES DO RECIFE
26130602,ESCOLA JOSE PLESCH FERNANDES
26130610,ESCOLA PROF MARIA JOSE SUSSUARANA LAGES
26130629,ESCOLA PROFESSORA RAQUEL MORAES FRAGA
26130637,ESCOLA MUNICIPAL ADMINISTRADOR MANOEL VICTOR
26130653,ESCOLA MUNICIPAL COMENDADOR ARTHUR HERMAN LUNDGREN
