CO_ENTIDADE,NO_ENTIDADE
26053926,ESCOLA EM TEMPO INTEGRAL ALVARO LINS
26054078,ESCOLA MUNICIPAL EVANGELICA REVERENDO GENESIO CAMPOS
26054191,ESCOLA MUNICIPAL ANTONIA MARIA DA CONCEICAO COSTA
26054205,ESCOLA MUNICIPAL ANTONIO MARTINS
26054213,ESCOLA MUNICIPAL BELISIO CORDULA
26054256,ESCOLA MUNICIPAL DOM MIGUEL SEVERINO DE LIMA
26054272,ESCOLA MUNICIPAL DR OSCAR BARRETO
26054299,ESCOLA MUNICIPAL DR TABOSA DE ALMEIDA
26054302,ESCOLA MUNICIPAL FRANCELINO GUILHERME DE AZEVEDO
26054345,ESCOLA MUNICIPAL JOAO LUIZ TORRES
26054370,ESCOLA MUNICIPAL JOSE ANTONIO DE LEMOS
26054388,ESCOLA MUNICIPAL JOSE BARBOSA
26054434,ESCOLA MUNICIPAL JOSE RAIMUNDO SOBRINHO
26054469,ESCOLA MUNICIPAL MAJOR SINVAL
26054485,ESCOLA MUNICIPAL MANOEL HENRIQUE DA SILVA
26054493,ESCOLA MUNICIPAL MANOEL BANDEIRA
26054531,ESCOLA MUNICIPAL MARIA JOSE DE FRANCA
26054558,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA
26054604,ESCOLA MUNICIPAL PROFESSORA CACILDA SANTOS
26054612,ESCOLA MUNICIPAL PROFESSORA EUNICE TABOSA
26054647,ESCOLA MUNICIPAL MARIA DE LOURDES PEPEU
26054655,ESCOLA MUNICIPAL PROFESSORA MARIA BEZERRA TORRES
26054663,ESCOLA MUNICIPAL PROFESSORA MARIA CANDIDA
26054698,ESCOLA MUNICIPAL TOME CLAUDINO TORRES
26054701,ESCOLA MUNICIPAL SABINO JOSE PEREIRA DA SILVA
26054710,ESCOLA MUNICIPAL SAO JUDAS TADEU
26054728,ESCOLA MUNICIPAL VICENTE CORREIA
26054736,ESCOLA MUNICIPAL ALFREDO PINTO VIEIRA DE MELO
26054744,ESCOLA MUNICIPAL MESTRE VITALINO
26054752,ESCOLA MUNICIPAL PRESIDENTE KENNEDY
26054760,ESCOLA MUNICIPAL PROFESSOR JOSE FLORENCIO LEAO
26054779,ESCOLA MUNICIPAL PROFESSORA GIANETE SILVA
26054841,ESCOLA MUNICIPAL PROFESSOR LEUDO VALENCA
26054973,ESCOLA MUNICIPAL PEDRO DE ANDRADE
26054990,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26055120,ESCOLA EM TEMPO INTEGRAL REUNIDAS DUQUE DE CAXIAS
26055147,ESCOLA MUNICIPAL DUQUE DE CAXIAS
26055244,ESCOLA MUNICIPAL MARIA ANUNCIADA RODRIGUES
26055260,ESCOLA MUNICIPAL JOEL PONTES
26055279,ESCOLA MUNICIPAL LANDELINO ROCHA
26055287,ESCOLA MUNICIPAL MARIA MARTINS DE MELO
26055295,ESCOLA MUNICIPAL PAULINA MONTEIRO
26055309,ESCOLA MUNICIPAL PROFESSORA SINHAZINHA
26055333,ESCOLA MUNICIPAL PEDRO DE SOUZA
26055350,ESCOLA REUNIDA CASA DO TRABALHADOR
26055422,ESCOLA MUNICIPAL TIPICA RURAL
26055465,ESCOLA MUNICIPAL LIONS CLUB
26055635,ESCOLA MUNICIPAL PROFESSOR AUGUSTO TABOSA
26055651,ESCOLA MUNICIPAL PROFESSORA GUIOMAR LYRA
26055724,ESCOLA MUNICIPAL SANTOS ANJOS
26055740,ESCOLA MUNICIPAL ADELINO ALVES DA SILVA
26055767,ESCOLA MUNICIPAL DUDA UMBUZEIRO
26055813,ESCOLA MUNICIPAL JOAO PATRICIO DE CARVALHO
26055848,ESCOLA MUNICIPAL JOAO VENIO DA SILVA
26055864,ESCOLA MUNICIPAL JOAQUIM NABUCO
26055880,ESCOLA MUNICIPAL LEONOR FELICIDADE DA CONCEICAO
26055902,ESCOLA MUNICIPAL MANOEL FELIX DE ALMEIDA
26055910,ESCOLA MUNICIPAL MANOEL LIMEIRA
26055937,ESCOLA MUNICIPAL MANOEL TRAJANO DE ARRUDA
26055945,ESCOLA MUNICIPAL MANOEL VALDEVINO DA SILVA
26055961,ESCOLA MUNICIPAL NOSSA SENHORA DAS DORES
26055970,ESCOLA MUNICIPAL PADRE ANTONIO FAUSTINO
26055996,ESCOLA MUNICIPAL PROFESSORA IVA DO CARMO SILVA
26056046,ESCOLA MUNICIPAL SAO JOSE
26056070,ESCOLA MUNICIPAL MARIA FELIX DE LIMA
26056089,ESCOLA MUNICIPAL JOSE CLEMENTE DE SOUZA
26056135,ESCOLA MUNICIPAL FORTUNATO RIBEIRO DA SILVA
26056151,ESCOLA MUNICIPAL HELENO LUPICINIO DE CARVALHO
26056178,ESCOLA MUNICIPAL JOSE MANOEL DA SILVEIRA
26056186,ESCOLA MUNICIPAL JOSE RAIMUNDO PAES DE LIRA
26056194,ESCOLA MUNICIPAL JOSEFA MARIA DA CONCEICAO DANDON
26056208,ESCOLA MUNICIPAL MARCIONILO SOARES
26056216,ESCOLA MUNICIPAL PROFESSORA MARIA EMILIA
26056224,ESCOLA MUNICIPAL SANTA REGINA
26056259,ESCOLA MUNICIPAL SAO SEVERINO
26056267,ESCOLA MUNICIPAL SAO VICENTE DE PAULA
26056275,ESCOLA MUNICIPAL FRANCISCO BORGES
26056291,ESCOLA MUNICIPAL NATALICE LIMEIRA
26056305,ESCOLA MUNICIPAL MARIA ALICE
26056313,ESCOLA MUNICIPAL SAO LUIZ GONZAGA
26056330,ESCOLA INTERMEDIARIA MARIA DO SOCORRO DE FREITAS
26056356,ESCOLA MUNICIPAL ABILIO LUIS DE TORRES
26056364,ESCOLA MUNICIPAL BATISTA DA SILVA
26056372,ESCOLA MUNICIPAL CONEGO JULIO CABRAL
26056380,ESCOLA MUNICIPAL DONA MARIA DIGNA
26056402,ESCOLA MUNICIPAL FRANCISCA MARIA DA CONCEICAO
26056410,ESCOLA MUNICIPAL JOAO CURSINO
26056429,ESCOLA MUNICIPAL JOAO DEMOCRITO FLORENCIO
26056445,ESCOLA MUNICIPAL JOAO XXIII
26056453,ESCOLA MUNICIPAL JOSE FAUSTINO VILA NOVA
26056488,ESCOLA MUNICIPAL PROFESSORA MARIA DE LOURDES AZEVEDO LIRA
26056526,ESCOLA MUNICIPAL DEPUTADA CRISTINA TAVARES
26132124,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ERIKA PATRICIA
26132130,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA CARMINHA
26132141,CENTRO MUNICIPAL DE EDUCACAO INFANTIL FLORA BEZERRA
26133019,ESCOLA MUNICIPAL PROFESSORA TERESA NEUMA PEREIRA PEDROSA
26133402,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA CLARICE
26133819,ESCOLA EM TEMPO INTEGRAL DR AMARO DE LYRA E CESAR
26136365,ESCOLA MUNICIPAL CAPITAO JOAO VELHO
26138913,COLEGIO MUNICIPAL PROFESSORA LAURA FLORENCIO
26141191,ESCOLA MUNICIPAL CAPITAO RUFINO
26151316,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA MALUDE
26152142,ESCOLA MUNICIPAL SANTA INES
26154625,COLEGIO MUNICIPAL PROFESSOR LUIZ PESSOA DA SILVA
26154633,ESCOLA MUNICIPAL PROFESSOR KERMOGENES DIAS DE ARAUJO
26158094,ESCOLA MUNICIPAL ASSENTAMENTO MACAMBIRA BORBA
26158795,ESCOLA MUNICIPAL JOSE SEVERINO DE AMORIM
26160471,ESCOLA MUNICIPAL PROFESSORA JOSELIA FLORENCIO DA SILVEIRA
26166046,ESCOLA MUNICIPAL PROFESSOR JOSE FLORENCIO NETO - MACHADINHO
26169622,CENTRO MUNICIPAL DE EDUCACAO INFANTIL HELENA MARTINS GOMES
26169630,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JUSTINA DE FREITAS
26169649,ESCOLA MUNICIPAL FERNANDO SOARES LIRA
26171961,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA DO CARMO QUEIROZ CABRAL
26177234,ESCOLA EM TEMPO INTEGRAL PROFESSOR RUBEM DE LIMA BARROS
26177269,ESCOLA EM TEMPO INTEGRAL PROFESSOR ALTAIR NUNES PORTO FILHO
26178648,CENTRO MUNICIPAL DE EDUCACAO INFANTIL BABU
26179644,ESCOLA MUNICIPAL PROFESSOR AMARO MATIAS SILVA
26179652,ESCOLA MUNICIPAL PROFESSORA CESARINA MOURA VIEIRA COSTA
26179660,CENTRO MUNICIPAL DE EDUCACAO INFANTIL HELENO CUMARU
26182513,ESCOLA MUNICIPAL PROFESSORA MARGARIDA MARIA DE FARIAS BARROS MIRANDA
26186616,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PREFEITO ANASTACIO RODRIGUES DA SILVA
26186624,ESCOLA MUNICIPAL PROFESSORA MARIANA DE LOURDES LIMA
26186845,ESCOLA MUNICIPAL PROFESSOR JOSE LAURENTINO SANTOS
26187043,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA DE LOURDES NASCIMENTO PONTES - TIA LOURDINHA
26187736,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEVERINO OLIVEIRA DA SILVA-PROFESSOR BIU OLIVEIRA
26188180,ESCOLA MUNICIPAL PADRE PEDRO BATISTA DE AGUIAR
26188198,ESCOLA EM TEMPO INTEGRAL PREFEITO JOAO LYRA FILHO
26188201,ESCOLA MUNICIPAL DOM BERNARDINO MARCHIO
26188210,CENTRO MUNICIPAL DE EDUCACAO INFANTIL GUIOMAR ALVES DE LIMA - GUIOMAR LIMA
26188228,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSE PINHEIRO DOS SANTOS FILHO
26188422,CENTRO MUNICIPAL DE EDUCACAO INFANTIL IVANISE FLORA ARAUJO DE MENEZES
26189291,CENTRO MUNICIPAL DE EDUCACAO INFANTIL WIRTON LIRA
26190842,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR CARLOS ANTONIO AMARAL DE ALMEIDA
26190850,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LINDOMAR PINHEIRO
26190869,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEVERINO JOSE DE OLIVEIRA
26191555,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARTESAO SEVERINO VITALINO
26191563,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARTISTA PLASTICA LUISA CAVALCANTI MACIEL
26191571,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA ALEIR RIBEIRO GALVAO
26191580,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOM ANTONIO SOARES COSTA
26191598,CENTRO MUNICIPAL DE EDUCACAO INFANTIL AMELIA TEREZA DA CONCEICAO
26191636,ESCOLA EM TEMPO INTEGRAL IRMA CECILIANA GROSS
26192594,CENTRO MUNICIPAL DE EDUCACAO INFANTIL IRMA ROSALIA
26192683,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VEREADOR JOSE AILTON DO NASCIMENTO
