CO_ENTIDADE,NO_ENTIDADE
24055670,EM PROFª IVANIRA DE VASCONCELOS PAISINHO
24055735,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EUGENIA PALHARES
24055743,CRECHE CASULO ILSON SANTOS
24055751,CENTRO INFANTIL MONTE CASTELO
24055760,CENTRO INFANTIL SANTA LUZIA
24055883,EM ALZELINA DE SENA VALENCA
24055891,EM CICERO DE SOUZA MELO
24055913,EM DR OTAVIO TAVARES
24055930,EM DR SADI MENDES SOBREIRA
24055948,EM PROF EULINA AUGUSTA DE ALMEIDA
24055964,EM JORN EXPEDITO SILVA ENS DE 1 G
24055972,EM PROF JUSSIER SANTOS
24055980,EM MANOEL MACHADO ENS DE 1 GRAU
24055999,EM NOSSA SRA DA GUIA
24056006,EM OSMUNDO FARIA ENS DE 1 GRAU
24056022,EM PRESIDENTE ARTUR DA COSTA E SILVA
24056030,EM PROF ANTONIO BASILIO FILHO
24056049,EM PROF ENEDINA E DO NASCIMENTO
24056065,EM PROF FRANCISCA BEZERRA DE SOUZA
24056073,EM PROF FRANCISCA F DA ROCHA
24056090,EM PROF HOMERO DE OLIVEIRA DANTAS
24056111,EM PROFª IRENE SOARES DA SILVA
24056120,EM PROFESSORA IRIS DE ALMEIDA MATOS
24056146,EM PROF JOANA ALVES ENS DE 1 GRAU
24056162,ESCOLA MUNICIPAL PROFESSOR LIMIRIO CARDOSO DAVILA
24056170,EM PROF LUZANIRA MARIA DA COSTA CRUZ
24056189,EM PROFª FRANCISCA C A BATISTA
24056197,EM PREF JOSE AUGUSTO NUNES
24063720,CENTRO INFANTIL PROFª IVONE MARIA DOS SANTOS
24063746,EM PROFª NEILZA GOMES DE FIGUEIREDO
24064270,EM MAURA DE MORAIS CRUZ
24068403,EM ADM JOSAFA SISINO MACHADO
24072141,EM MANOEL FERREIRA FILHO
24073830,EM JOSE FERNANDES
24075906,EM SENADOR CARLOS ALBERTO DE SOUZA
24078930,EM MANOEL VICENTE DE PAIVA
24079324,CENTRO INFANTIL DONA LIQUINHA ALVES
24079332,CENTRO INFANTIL ALVORADA NOVA
24079340,CENTRO INFANTIL MARIA DILMA LACERDA DE LIMA
24079359,CENTRO INFANTIL BELARMINA MONTE
24079863,EM MARIA DE JESUS MEDEIROS DE LIMA
24080020,CMEI JACI FERREIRA DE CASTRO
24080446,EM AUGUSTO SEVERO
24082007,EM RAIMUNDA MARIA DA CONCEICAO
24082082,EM PROF LUIZ MARANHAO FILHO
24082090,CENTRO INFANTIL PROFESSORA JUDITH AGUIAR
24082104,CENTRO INFANTIL PROF LUCIA MARIA SANTOS
24082112,CENTRO INFANTIL TIO HERMES
24082120,EM LUIZ CARLOS GUIMARAES
24082139,EM DESEMBARGADOR SILVINO BEZERRA NETO
24083399,EM MARIA FRANCINETE GONCALVES MAIA
24083577,CMEI ETENIZE XAVIER DA SILVA ANGELO
24083674,CMEI MARIA DO SOCORRO DE ARAUJO MENEZES
24084255,EM MARIA DO CEU FERNANDES
24084549,ESCOLA MUNICIPAL E CENTRO DE FORMACAO JOANA ALVES LIMA
24084840,EM PROFª JACIRA MEDEIROS DE SOUSA SILVA LIMA
24086738,CMEI PROFESSORA VIONETE SABINO AMARANTE DE MEDEIROS
24088757,CENTRO INFANTIL PROFESSORA FRANCISCA REINALDO DE OLIVEIRA FERNANDES
24088765,CENTRO INFANTIL PROFESSORA IVETE MARIA FERREIRA DA SILVA
24097802,EM PROF EDMO PINHEIRO PINTO
24098000,EM HISTORIADOR HELIO MAMEDE GALVAO
24098205,ESCOLA MUNICIPAL EMERITO NESTOR LIMA
24098400,EM DEPUTADO ERIVAN FRANCA
24098604,EM PROFª EVA LUCIA BEZERRA DE MENDONCA
24154202,CENTRO DE ATIVIDADE COMPLEMENTAR
24294314,EM JOAO GOMES DA COSTA NETO
24294322,CMEI DJANIRA FREIRE DA MOTA
24294330,CMEI MARIA LEONOR FREITAS
24294349,CMEI ROMANA SANTIAGO
24294357,CMEI IVANIA SORAIA COSTA
24296317,CMEI JOANITA ARRUDA CAMARA
24296325,CMEI MAE SINHA
24298301,EM BRIGADEIRO EDUARDO GOMES
24298310,EM MARIA FERNANDES SARAIVA
24298328,EM JORNALISTA RUBENS MANUEL LEMOS
24298336,CMEI MONICA ALVES AMARAL
