CO_ENTIDADE,NO_ENTIDADE
25022725,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL SALVAM WANDERLEY
25022750,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL ANTONIO SATYRO SOUSA QUINHO
25022768,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL CAPITAO MANOEL LUCIO
25022806,EMEIF MARIANA NOBREGA DE SOUSA
25022890,EMEF TENENTE TITICO GOMES
25022911,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL NICE WANDERLEY
25022962,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL FIDERALINO WANDERLEY
25023004,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL OLIVIA WANDERLEY
25023055,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL HORACIO NOBREGA
25023101,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL NE MARINHO
25023128,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL PROFESSOR PEDRO TORRES
25109626,CRECHE GABRIELA WANDERLEY
25132610,EMEIF LUIZ GOMES DE SOUSA COSTA
