CO_ENTIDADE,NO_ENTIDADE
27022900,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO DIAS
27022919,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO FERNANDES DOS SANTOS
27022943,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE CORREIA DA SILVA
27022978,ESCOLA MUNICIPAL MARIA JOSE PEREIRA
27022994,ESCOLA MUNICIPAL PE LUIS MEDEIROS MARINHO
27023028,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA CLARA
27023052,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ARTUR CLAUDINO
27023079,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ARNON DE MELO
27217566,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO FIDELIS
27222632,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAQUIM GOMES
27222640,PRE ESCOLA MUNICIPAL DEPUTADA CECI CUNHA
27224449,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LEONIDIA MENDES COSTA
27225534,ESCOLA MUNICIPAL ESPERIDIAO DA ROCHA CAVALCANTE
27230708,CRECHE PROFESSORA LASSY TENORIO CAVALCANTE
