CO_ENTIDADE,NO_ENTIDADE
26032406,ESCOLA MUNICIPAL FRANCISCO COELHO DE MACEDO
26032490,ESCOLA MUNICIPAL BARTOLOMEU BARBOSA
26032660,ESCOLA MUNICIPAL IZEQUIEL ONOFRE DA SILVA
26032724,ESCOLA MUNICIPAL ANTONIO MENDES DE SOUZA
26032791,ESCOLA MUNICIPAL MANOEL BARBOSA
26032805,ESCOLA MUNICIPAL MANOEL BATISTA DA SILVA
26032856,ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO
26032880,ESCOLA MUNICIPAL PAULO VALENTINO
26033003,ESCOLA MUNICIPAL SANTA HELENA
26033062,ESCOLA MUNICIPAL JOAO CARLOS BARBOSA
26033186,ESCOLA MUNICIPAL JOSE ZUCA DA SILVA
26033224,ESCOLA MUNICIPAL MANOEL AUGUSTO RODRIGUES
26033259,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK
26033267,ESCOLA MUNICIPAL MAURICIO JOSE ROLIM CAVALCANTI
26033275,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
26033291,ESCOLA MUNICIPAL JOAO MALAQUIAS NUNES
26033305,ESCOLA MUNICIPAL MAXIMILIANO RODRIGUES MACEDO
26033321,ESCOLA MUNICIPAL DE LAGOAS
26189518,CRECHE ALBUINO BEZERRA SOARES
