CO_ENTIDADE,NO_ENTIDADE
24007145,CRECHE CASULO BOM JESUS
24007340,EM 1 E 2 GR PROF JOAQUIM L PIMENTA
24007439,EM BOM JESUS
24007471,EM CAMPANHA
24007579,ESCOLA MUNICIPAL PROFESSORA ANTONIA CARMETILDE FERNANDES
24007617,EM PROF IEDA MEDEIROS DANTAS SALDANHA
24007730,ESCOLA MUNICIPAL PROFESSORA MARIA SOARES DE JESUS FERNANDES
24007781,EM PROF TEOTONIO NEVES DE BRITO
24007790,EM PROFA MARIA IDALINA DE FREITAS
24007838,ESCOLA MUNICIPAL PROFESSORA FAUSTA PAULINA DE BRITO
24008001,ESC CRECHE DIONE NOGUEIRA VERAS
24068020,EM DE BOM FUTURO
24252204,CENTRO DE ATIVIDADES COMPLEMENTAR
