CO_ENTIDADE,NO_ENTIDADE
24041238,EMEF JOAO PAULO II
24041246,EMEF JOAQUIM ANSELMO
24041254,EMEF JOAQUIM CAVALCANTE
24041262,EMEF LUIZ TEIXEIRA PINHEIRO
24041289,EMEF MANOEL FELIX FERREIRA DE PONTES
24041297,EMEF MANOEL VENANCIO DE PONTES
24041300,ESCOLA MUNICIPAL MARIA DO CARMO RODRIGUES DE OLIVEIRA
24041327,EMEF VIRTUOSA BERNARDINA DA COSTA
24041335,EMEF ELID CONFESSOR
24073822,EMEF GIZELDA CECI DO NASCIMENTO LIMA
24080292,EMEI PROFESSORA MARIA JOSE VICTOR
24084026,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS
24088404,ESCOLA MUNICIPAL LUIZ VICTOR DO NASCIMENTO
