CO_ENTIDADE,NO_ENTIDADE
25100670,COL MUL WALDECYR C DE ARAUJO PEREIRA
25100688,CRECHE MUL JULIETA PEDROSA R DA COSTA
25100734,ESCOLA MUNICIPAL JOSE FRANCISCO DA SILVA
25100750,EMEF HENRIQUE FERREIRA DA SILVA
25100769,ESCOLA MUNICIPAL SAMUEL COSTA DE LIMA
25100777,EM GASPARINO RIBEIRO DA COSTA
25100785,ESCOLA MUNICIPAL SEBASTIAO DE FRANCA
25100793,ESCOLA MUNICIPAL DE ENSINO DULCINETE NUNES DE MEDEIROS
25100807,ESCOLA MUNICIPAL JACIRA DE SOUZA CESAR
25100815,ESCOLA MUNICIPAL JOAO JOSE DA SILVA
25100823,EMEIF MARIA UMBELINA DA CONCEICAO
25100866,GR ESC MUL ERNANI BEZERRA DE MENEZES
25100904,EM DE 1º GRAU SEVERINO DA SILVA MADRUGA
25100912,ESC MUL PEDRO OLIMPIO BENTO
25100920,GR ESC MUL JOAQUIM FERREIRA BARROS
25100939,GR ESC MUL JOSE AMARO CORDEIRO
25100947,ESCOLA MUNICIPAL MARIA DA CONCEICAO
25100955,GR ESC MUL RIACHO DO SALTO
25100963,GR ESC MUL SEVERINO TELECIO DA SILVA
25100971,ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL APRIGIO JOSE DA SILVA
25100998,ESCOLA MUNICIPAL EPITACIO PESSOA
25101005,GR ESC MUL JOSE DE ANCHIETA
25101013,ESCOLA MUNICIPAL ANTONIO CESAR DE CARVALHO
25101021,GR ESC JOSE ANTONIO BEZERRA DE MENEZES
25111957,ESC MUNICIPAL DE ENSINO FUNDAMENTAL EDGAR GUEDES DA SILVA
25113720,EMEF MANOEL PEREIRA DE PONTES
25114727,EMEF JOAO ALEXANDRE DA SILVA
25128728,EMEF ANTONIO FRANCISCO DA SILVA
25133101,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA IVONEIDE ROMAO DE ANDRADE
