CO_ENTIDADE,NO_ENTIDADE
27022579,ESCOLA MUL ENS FUND MAJ CICERO DE GOES MONTEIRO
27022587,ESCOLA MUL DE ENS FUND BEJAMIM BUARQUE DE GUSMAO
27022595,ESCOLA MUL DE ENS FUND CORONEL JOAQUIM LUIZ
27022617,ESCOLA MUNICIPAL DE ENSINO FUND FLORIANO PEIXOTO
27022650,ESCOLA MUNICIPAL DE ENS FUND JOSE MARQUES DE LIMA
27022676,ESCOLA MUL DE ENS FUND MAMEDES SOARES BOTELHO
27022714,ESCOLA MUNICIPAL DE ENSINO FUND GONCALVES DIAS
27022722,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOANA D ARC
27022757,ESCOLA MUNICIPAL DE ENS FUND NOSSA SRª DO CARMO
27022765,ESCOLA MUNICIPAL DE ENSINO FUND PRINCESA IZABEL
27022781,ESCOLA MUNICIPAL DE ENSINO FUND SEBASTIAO HENRIQUE
27022790,ESCOLA MUNICIPAL DE ENSINO FUND PADRE CICERO
27022803,ESCOLA MUNICIPAL DE ENS FUND PEDRO ALVARES CABRAL
27022820,ESCOLA MUNICIPAL DE ENSINO FUND SAO SEBASTIAO
27022846,ESCOLA MUL DE ENS FUND JOAO FRANCISCO DE ARAUJO
27022854,ESCOLA MUNICIPAL DE ENSINO FUND GOV AFRANIO LAGES
27022862,ESCOLA MUNICIPAL DE ENSINO FUND MUNIZ FALCAO
27022870,ESCOLA MUNICIPAL DE ENSINO FUND PEDRO VELOSO
27047555,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ELISA CALDAS
27215563,ESCOLA DE ENSINO FUND E MEDIO MARLY FARIAS LESSA
27226751,CRECHE ZE BILUCA
27226778,CRECHE ADALBERTO BOTELHO
