CO_ENTIDADE,NO_ENTIDADE
27013910,ESCOLA MUNICIPAL PROFª DOUTORA CELIA MARGARIDA
27013936,ESCOLA MUNICIPAL MARCELLA SONNEMANS
27014070,ESCOLA DE 1º GRAU PROFª MARINETE NEVES
27014304,ESCOLA MUNICIPAL IRMA BERNADETE
27014410,ESCOLA MUNICIPAL MANOEL MACHADO FERRO
27014517,ESCOLA MUNICIPAL PRFª MARY SAMPAIO CAPARICA
27014525,ESCOLA MUNICIPAL PROFª VERA LUCIA GAMA MOURA
27014649,ESCOLA MUNICIPAL SIDRAQUE NONATO DE ALMEIDA
27014665,ESCOLA MUNICIPAL SANTA TEREZINHA
27014738,ESCOLA MUNICIPAL BELARMINO TEXEIRA CAVALCANTE
27014746,ESCOLA MUNICIPAL DR GERSON JATOBA LEITE
27014789,ESCOLA MUNICIPAL LUDUGERIO AMANCIO DA SILVA
27014819,ESCOLA MUNICIPAL PROFESSORA ROSINHA PIMENTEL
27014827,ESCOLA MUNICIPAL VEREADOR ELOI BARBOSA
27014860,ESCOLA MUNICIPAL DEPUTADO JOSE SAMPAIO
27014878,ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA
27014886,ESCOLA MUNICIPAL NADIR DE CASTRO ARAUJO
27014975,ESCOLA MUNICIPAL ANTONIO FERNANDES DA COSTA
27014983,ESCOLA MUNICIPAL FRANCISCO PINTO PIMENTEL
27015076,MOVIMENTO PRO DESENV COMUM - ESCOLA OASIS
27015084,CENTRO DE EDUC INF PROF DR JOSE DELFIN DA M BRANCO
27049183,ESCOLA MUNICIPAL PROFESSOR DOUGLAS APRATTO TENORIO
27049345,CEI MARIA DO CARMO SAMPAIO CAPARICA
27049566,CEI LEOBINO SOARES DA MOTTA
27049710,EM PROFª ELZA BARBOSA DA SILVA
27050076,CENTRO DE EDUCACAO INFANTIL BENEDITO JOSE SOARES
27050130,CENTRO DE EDUCACAO INFANTIL PROFESSORA JANE SAMPAIO CALADO MONTEIRO
27053822,CENTRO DE EDUCACAO INFANTIL IRENE CAVALCANTE FARIAS
27053830,ESCOLA MUNICIPAL MAURO TAVARES DA SILVA
27053911,ESCOLA MUNICIPAL OLIVIA PEREIRA DE MELO
27053920,ESCOLA MUNICIPAL MARCELO MINERVO DOS SANTOS PIMENTEL
27055230,CENTRO DE EDUCACAO INFANTIL PROFESSOR MANUEL AZARIAS DE OLIVEIRA
27219240,ESCOLA MUNICIPAL ANTONIO BARBOSA LEITE
27219275,ESCOLA MUNICIPAL HILTOM MUNIZ DE ALMEIDA
