CO_ENTIDADE,NO_ENTIDADE
25061097,EMEF EUGENIA AMERICO DE LIMA
25061100,EMEF MARIA NAZARE DA CONCEICAO
25061119,EMEF PEDRO BELO DA SILVA
25061178,EMEF TERCIVAL BARACUHY CRUZ
25061194,EMEF PEDRO TARGINO
25061224,EMEF MARIA DO CARMO DE SOUSA PINHEIRO
25061259,GR ESC JOAQUIM LINS DE ALBUQUERQUE
25061321,EMEF JOAO EMIDIO DOS SANTOS
25061348,EMEF E SUPLETIVO TERLOPEDES CRUZ
25061372,EMEF PAULO ROBERTO CESARIO
25112074,CRECHE OTAVIANO PESSOA
25112082,CRECHE MUNICIPAL CANTINHO FELIZ
25112090,CRECHE MARIA DE LOURDES BEZERRA
25114816,EMEF LUCIELIO BERNARDINO DA COSTA
25128140,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEVERINO ANDRE BEZERRA
