CO_ENTIDADE,NO_ENTIDADE
26025434,CRECHE ANTONIA MARTINS DA C ARAUJO
26025477,ESCOLA MUNICIPAL MANOEL DE SOUZA
26025590,ESC MUL NOSSA SENHORA APARECIDA
26025612,ESCOLA MUNICIPAL ENGRACIO MOREIRA DA SILVA
26025655,GR ESC MUL ANTONIO TEOTONIO DE SOUZA
26025671,GRUPO ESCOLAR MUL CICERO JOSE RODRIGUES
26025698,GRUPO ESCOLAR MUNICIPAL JANUARIO GOMES DE SOUZA
26025760,GRUPO ESCOLAR MUL SILVINO TELES DA SILVA
26025850,ESCOLA MUL ESTUDANTE JOSMAR DE S CAMPOS
26025868,ESCOLA MUNICIPAL MARIA BENJAMIN FERRAZ
26025884,GRUPO ESC MUL ANA FREIRE DE CALDAS
26025892,GRUPO ESCOLA MUL ANTONIO JOAO DA SILVA
26025906,GR ESC MUL GUARDIATO VITORINO DA SILVA
26025914,GR ESC MUL JOAO SIMPLICIO DOS SANTOS
26025922,GRUPO ESCOLAR MUNICIPAL PADRE EURICO FRANK
26025930,GRUPO ESCOLA MUNICIPAL PROFª EUGENIA GOMES DE LIMA
26136924,ESCOLA MUNICIPAL JOSE FERREIRA DA SILVA
26141655,ESCOLA MUL ARGEMIRO TELES DA SILVA
26141663,ESCOLA MUL MARIA DO SOCORRO ANDRADA
26141671,ESCOLA MUNICIPAL LUIZ MATA VERDE
26184133,CRECHE MUNICIPAL PROFESSORA EDELOURDES DE SOUZA
