CO_ENTIDADE,NO_ENTIDADE
26111837,ESCOLA MUNICIPAL DE 1º GRAU PADRE EDMUND KLEIPOOL
26111942,ESCOLA MUNICIPAL JORNALISTA EDSON REGIS
26111950,ESCOLA MUNICIPAL ARGEMIRO NEPOMUCENO
26111969,COLEGIO MUNICIPAL BALTAZAR MORENO
26111977,ESCOLA MUNICIPAL DE 1º GRAU 5 DE JULHO
26111985,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO PINTO - MARIA DO CARMO ARCOVERDE
26111993,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO SERRARIA BR
26112051,ESCOLA MUNICIPAL AUREA DA CUNHA E SOUSA
26112060,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO JARDIM
26112086,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO TIMBO
26112132,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO UNA
26112183,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO CUMARU
26112302,ESCOLA MUNICIPAL GERSON CARNEIRO DA SILVA
26112329,ESCOLA MUNICIPAL ASSEMBLEIA DE DEUS
26112345,ESCOLA MUNICIPAL OTONIEL LOPES
26112353,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO CANZANZA
26112361,ESCOLA MUNICIPAL ENGENHO CONTRA ACUDE
26112396,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO JUSSARA
26112426,ESCOLA MUNICIPAL 1º GRAU SEVY ROCHA
26112485,ESCOLA MUNICIPAL PROFESSORA JOSEFA ALVES DA SILVA
26112493,ESCOLA MUNICIPAL PROFESSORA NOEMI GUERRA
26138107,ESCOLA MUNICIPAL PROFESSORA AUTA DE FRANCA LINS
26145111,ESCOLA MUNICIPAL WILSON BERNARDINO DE ARRUDA
26229609,ESCOLA MUNICIPAL PROFESSORA MARIA HERACLIDES CARNEIRO CAMPELO
