CO_ENTIDADE,NO_ENTIDADE
25027549,CRECHE MUNICIPAL ERCILIA VALERIANO DA FONSECA
25027557,EMEF EMILIA DINIZ ALVARENGA
25027590,EMEIF ADAUTO ANTONIO DE ARAUJO
25027603,EMEIF ADERSON HENRIQUES CHAVES
25027638,EMEIF AUSTEQUILINO ALVES CARVALHO
25027646,EMEIF BENEDITO BARBOSA
25027700,E M E I F LUIS FRANCISCO DA SILVA
25027727,E M E I F N SRA DO PERPETUO SOCORRO
25027859,EMEIF JOSE INOCENCIO DE SOUSA
25027867,EMEIF ANTONIO ANGELO DA COSTA
25027875,EMEIF ANTONIO SOARES DE LIMA
25027883,E M E I F JOSE FLORENTINO GOMES CAZE
25027891,E M E I F EUSTAQUIO FARIAS
25027913,EMEIF OTILIA CAVALCANTE PINTO
25027921,EMEIF MUL PEDRO BEZERRA LEITE
25104888,EMEIF MARIA BARAUNA
25109774,EMEI FPEDRO BENTO DA SILVA
25112597,E M E I F JONAS FIUZA CHAVES
