CO_ENTIDADE,NO_ENTIDADE
24042722,ESCOLA MUNICIPAL JARDELINA FREIRE DO NASCIMENTO
24042803,UNIDADE I ANA MARIA DA ANUNCIACAO
24042811,EM ANISIO MATIAS DE ARAUJO
24042838,UNIDADE III ANTONIO FELIPE DA SILVA
24042846,EM ANTONIO MATIAS DE ARAUJO
24042854,EM PROF ANTONIO THIAGO GADELHA SIMAS
24042862,UNIDADE IV CICERO PINTO DE SOUZA
24042889,UNIDADE XXIII DONANA CARTAXO
24042927,UNIDADE VII LUIZ CORREIA DE ANDRADE
24042935,UNIDADE VIII JOAO COSME DE OLIVEIRA
24042943,UNIDADE IX JOAO NELO DE OLIVEIRA
24042951,UNIDADE X JOAQUIM GOMES CRISANTO
24042978,UNIDADE XII JOSE HERCULANO NETO
24042986,UNIDADE XIII JOSE MATIAS DE ARAUJO
24042994,UNIDADE XVI LUIZ PORPINO
24043010,UNIDADE XVI MARIA AMADOR DE OLIVEIRA
24043028,UNIDADE XVII MONSENHOR SEVERINO BEZERRA
24043036,EM POCO VERDE DE CIMA
24043044,UNIDADE XIX SAO FRANCISCO
24043052,UNIDADE XX SEBASTIAO FONTES
24043060,UNIDADE XXI SEVERINO DA COSTA BELMONT
24071889,CRECHE MUNICIPAL SAO JOSE
24071897,CRECHE MUNICIPAL DOCE LAR
24071900,CRECHE MUNICIPAL MUNDO FELIZ
24073636,CRECHE MUNICIPAL DRA NEVINHA CARNEIRO MACIEL
24081493,CRECHE ANTONIO FELIPE DA SILVA
24081507,CRECHE MUNICIPAL ANISIO MATIAS DE ARAUJO
24085162,CENTRO DE ATIVIDADE COMPLEMENTAR
