CO_ENTIDADE,NO_ENTIDADE
25010875,EMEIF ANTONIO GOMES BARBOSA
25010921,EMEIF JOSINA MARIA DE LIRA
25011189,EMEIF JOSE PEREIRA SOBRINHO
25011480,EMEIF FRANCISCO EMERSON DE LUCENA
25011863,EMEIF CAPITULINA MARIA DE JESUS
25011901,EMEIF JOAO BATISTA CAMPOS
25011944,EMEIF MARIA FRANCA DE JESUS
25011960,EMEIF SINVAL LACERDA DE OLIVEIRA
25012010,EMEIF ANTONIO PEDROSA
25012070,EMEIF ANTONIO LACERDA NETO
25116177,EMEIF UMBELINA CAVALCANTE SOBRAL
25116185,EMEIF ERNANE AIRES SATYRO
25116193,EMEIF CLARINDO LUIS DA SILVA
25117530,EMEIF JOAQUIM PEREIRA LIMA
25118633,EMEIF MESTRE CAZUZA
25123238,EMEIF CLEMIDIA PEREIRA DE NEGREIROS
25128345,CRECHE PROINFANCIA JURACI LACERDA LEITE
25132253,EMEIF IRAPUAN VASCONCELOS SOBRAL
