CO_ENTIDADE,NO_ENTIDADE
27039609,CENTRO SOCIAL THOMAS P DE S BRASIL FILHO
27039692,E M E B MINISTRO JARBAS PASSARINHO
27039706,E M E B ANTONIO EUSTAQUIO DE MELO
27039714,ESCOLA MUNICIPAL AVELINO CAVALCANTE
27039722,ESCOLA MUNICIPAL DR JOSE JULIO CANSANSAO
27039730,ESCOLA MUNICIPAL DR MANOEL RAMOS
27039790,E M E B PROFESSORA LOURINETE DOS SANTOS BARBOSA PEREIRA
27039854,ESCOLA MUNICIPAL DE EDUCACAO BASICA SARGENTO JAIME PANTALEAO
27039897,E M E B JOSELITA DOS SANTOS SILVA
27039919,E M E B DR GETURLIO VARGAS
27039927,E M E B DEPUTADO OSEAS CARDOSO
27039935,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANISIO DE SOUZA
27039943,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DR MANOEL RAMOS
27039986,E M E B PRESIDENTE EMILIO GARRASTAZU MEDICI
27039994,E M E B DOM PEDRO II
27040003,UNIDADE ESCOLAR EUZEBIO SERAFIM
27040020,E M E B JOSE GONCALVES LAGES
27040046,E M E B PADRE CICERO ROMAO BATISTA
27040054,E M E B PROFESSORA JACY DA COSTA AIRES
27049299,CRECHE RUBENS CAVALCANTI BARROS
27051846,CRECHE PADRE EDUARDO TADEU LOPES DA SILVA
27052230,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE WASHINGTON MELO MAIA
27052249,CRECHE ENOCH CAVALCANTI DE BARROS
27052893,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA GORETE DA SILVA
27052907,ESCOLA MUNICIPAL PROFESSORA SUELI CRISTINA SANTOS CHAGAS
27053733,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ROSILENE MOTA DE LIMA
27054063,CENTRO INTEGRAL DE ENSINO FUNDAMENTAL BILINGUE DE PILAR PROFESSORA MARIA EUDA DE MELO OMENA
27054071,CRECHE AFONSO CAVALCANTE DA SILVA
27054772,CMEI PROFESSORA IRACI FERREIRA DOS SANTOS
27054780,CMEI ELISABETH MACENA DOS SANTOS
27225577,E M E B PROFESSOR ARTHUR RAMOS
27226018,E M E B EMBAIXADOR RENATO DE MENDONCA
27226476,CRECHE JOAO LUIZ DOS SANTOS
27226913,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO PILAR
27309029,CRECHE MARIA DAS DORES BERNARDO - CRECHE TIA MARIINHA
27312011,E M E B PROFESSOR JORGE BARROS
