CO_ENTIDADE,NO_ENTIDADE
27026396,ESCOLA MUNICIPAL BENEDITO LOPES
27026426,ESCOLA MUNICIPAL MANOEL CACHATE
27026442,ESCOLA MUNICIPAL MANOEL EUGENIO DE LIMA
27026450,ESCOLA MUNICIPAL DE ENS FUND SANTO ANTONIO DA BOA VISTA
27026469,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA
27026477,ESCOLA MUNICIPAL SANTO ANTONIO DA BOA VISTA
27026493,ESCOLA MUNICIPAL SAO SEBASTIAO
27026507,ESCOLA MUNICIPAL DEMOCRITO JOSE
27026515,ESCOLA MUNICIPAL EUGENIO BEZERRA DE MELO
27026523,ESCOLA MUNICIPAL DE EDUCACAO BASICA EURICO GASPAR DUTRA
27026540,ESCOLA MUNICIPAL JOSE GOMES DE FREITAS
27026558,ESCOLA MUNICIPAL DIOGENES BATISTA
27026566,ESCOLA MUNICIPAL DE EDUCACAO BASICA ROMULO FERREIRA
27026574,ESCOLA MUNICIPAL ZUMBI DOS PALMARES
27048705,ESCOLA MUNICIPAL JOSE LOPES FERREIRA
27049736,EMEI NILZA DE ALMEIDA CABRAL
27219712,ESCOLA MUNICIPAL FLOR DO MUNDAU
27221113,ESCOLA MUNICIPAL ESTEVAO SEVERIANO
27224082,ESCOLA MUNICIPAL JOSELIO EFIGENIO DE VASCONCELOS
27230520,ESCOLA MUNICIPAL HUMBERTO LUCENA SARMENTO
