CO_ENTIDADE,NO_ENTIDADE
26029375,ESCOLA MUNICIPAL ANTONIO BATISTA DE MELO
26029413,ESCOLA AGRICOLA MUNICIPAL DE SERTANIA
26029510,ESCOLA MUNICIPAL ETELVINO LINS DE ALBUQUERQUE
26029537,ESCOLA MUNICIPAL JOAO FERREIRA DE ANDRADE
26029669,ESCOLA MUNICIPAL MANOEL XAVIER DE MELO
26029677,ESCOLA MUNICIPAL MARCELINO AGOSTINHO DA SILVA LEAL
26029774,ESCOLA MUNICIPAL SENHOR VICENTE
26029847,ESCOLA MUNICIPAL ANTONIO TEIXEIRA SOBRINHO
26029898,ESCOLA MUNICIPAL MARIA MORAIS
26029944,ESCOLA MUNICIPAL PRESIDENTE VARGAS
26029979,ESCOLA MUNICIPAL CEL ERNANI GOMES ARAUJO
26029995,ESCOLA MUNICIPAL DR ALCIDES LOPES DE SIQUEIRA
26030012,ESCOLA MUNICIPAL ANTONIA MARCOS DA SILVA
26030195,ESCOLA MUNICIPAL JOSE ALVES DE SOUSA
26030209,ESCOLA MUNICIPAL MANOEL MONTEIRO DOS SANTOS
26030233,ESCOLA MUNICIPAL JOSE SERGIO VERAS
26030241,ESCOLA MUNICIPAL LAURA ALVES FEITOSA CHAVES
26030268,ESCOLA MUNICIPAL SEVERIANO DIAS FILHO
26030276,ESCOLA MUNICIPAL ODILON MARINHO DE OLIVEIRA
26030284,ESCOLA MUNICIPAL CONSTANCIA RODRIGUES
26030292,ESCOLA MUNICIPAL FRANCISCO NUNES DA SILVA
26030306,ESCOLA MUNICIPAL JOAO PEREIRA VALE
26030330,ESCOLA MUNICIPAL PEDRO BATISTA DOS SANTOS
26030365,ESCOLA MUNICIPAL ELOI CADETE DA SILVA
26030381,ESCOLA MUNICIPAL GIVALDO CAVALCANTI DE SIQUEIRA
26030411,ESCOLA MUNICIPAL JOAQUIM FERREIRA DE ASSUNCAO
26030420,ESCOLA MUNICIPAL JOSE ALVES DE SIQUEIRA CARVALHO
26030497,ESCOLA MUNICIPAL VICENTE BEZERRA DA SILVA
26030527,ESCOLA MUNICIPAL MARIA VERONICA DA SOLEDADE
26135604,ESCOLA MUNICIPAL NAIR FREIRE DE SOUZA
26166305,ESCOLA MUNICIPAL ISAURA XAVIER DOS SANTOS
26187590,CRECHE VEREADOR DOUTOR BARTOLOMEU BRASILIANO DE MELO
26189232,CENTRO DE EDUCACAO INFANTIL PREFEITO RAIMUNDO ALVES GOIS MELO
