CO_ENTIDADE,NO_ENTIDADE
26080656,ESCOLA ANTONIO LAURINDO DE OLIVEIRA
26080664,ESCOLA MUNICIPAL ANTONIO FERREIRA LEAL
26080672,ESCOLA MUNICIPAL ANTONIO GUILHERME DA ROCHA
26080680,ESCOLA MUNICIPAL ANTONIO VERISSIMO
26080702,ESCOLA MUNICIPAL CORONEL JOAO FERNANDES DA SILVA
26080710,ESCOLA JOAO DE ASSIS MORENO
26080729,ESCOLA MUNICIPAL ELPIDIO MUNIZ BARRETO
26080737,ESCOLA MUNICIPAL EMIDIO CORREIA DE OLIVEIRA
26080745,ESCOLA MUNICIPAL FRANCISCO ALVES DE SOUZA
26080753,ESCOLA FRANCISCO ANTONIO DE CARVALHO
26080761,ESCOLA MUNICIPAL GUILHERMINA OLIVIA DE ARAUJO
26080770,ESCOLA MUNICIPAL HIGINO FLORENCIO COSTA
26080796,ESCOLA MUNICIPAL JOAO HONORIO APOLONIO
26080800,ESCOLA MUNICIPAL JOAO MARINHO
26080818,ESCOLA MUNICIPAL JOAO MUNIZ
26080826,ESCOLA MUNICIPAL JOAQUIM MUNIZ BARRETO
26080842,ESCOLA MUNICIPAL JOSE FERREIRA DA MOTA
26080850,ESCOLA MUNICIPAL JOSE INACIO DA SILVA
26080869,ESCOLA MUNICIPAL JOSE NUNES PEREIRA
26080877,ESCOLA MUNICIPAL JOSE TARGINO DA SILVA
26080893,ESCOLA MUNICIPAL JOSEFA INACIO DA SILVA
26080907,ESCOLA MUNICIPAL JUSTINIANO FEITOSA DE LIMA
26080931,ESCOLA MUNICIPAL MANOEL TRINDADE DA SILVA
26080940,ESCOLA MUNICIPAL MARIA RICARDO FILHA
26080958,ESCOLA MUNICIPAL MIGUEL FERREIRA ZUMBA
26080966,ESCOLA MIGUEL GOMES DA SILVA
26080982,ESCOLA MUNICIPAL DEPUTADO JOAQUIM COUTINHO
26080990,ESCOLA OLEGARIO SOARES DA SILVA
26081024,ESCOLA MUNICIPAL PEDRO GOMES DA SILVA
26081032,ESCOLA MUNICIPAL PROFESSORA ALBERTINA MORAES
26081040,ESCOLA MUNICIPAL QUITERIA ROZA DOS PASSOS
26081067,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS
26081083,ESCOLA SANTA MARIA
26081091,ESCOLA MUNICIPAL TICO E TECO
26081113,ESCOLA MUNICIPAL JULIA JOSEFA DA CONCEICAO
26081121,ESCOLA MUNICIPAL JOSE VESPAZEANO DE CARVALHO
26081130,ESCOLA MUNICIPAL MIGUEL ALVES BEZERRA
26081148,ESCOLA JOSE LUIZ CABRAL
26180952,ESCOLA MUNICIPAL PROFESSORA OLIVIA VILELA BARBOSA
26180979,ESCOLA MUNICIPAL EUCLIDES BERNARDINO DA SILVA
26181371,CENTRO DE EDUCACAO INTEGRAL ALVARO ANTONIO NEVES ALVES DA SILVA
26184109,CRECHE MUNICIPAL MARLY WANDERLEY LOPES LIMA
